22,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-17 01:00:00,2
2019-02-17 01:24:00,1
2019-02-17 01:27:00,1
2019-02-17 02:11:00,1
2019-02-17 02:55:00,1
2019-02-17 06:27:00,1
2019-02-17 09:47:00,1
2019-02-17 10:13:00,1
2019-02-17 14:55:00,1
2019-02-17 14:56:00,1
2019-02-17 15:04:00,1
2019-02-17 15:10:00,1
2019-02-17 19:06:00,2
2019-02-17 19:31:00,2
2019-02-17 20:04:00,1
2019-02-17 20:26:00,2
2019-02-17 23:19:00,1
2019-02-17 23:24:00,1
