45,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-28 01:30:00,1
2019-03-28 01:32:00,1
2019-03-28 01:33:00,1
2019-03-28 01:36:00,1
2019-03-28 01:39:00,2
2019-03-28 04:26:00,3
2019-03-28 04:28:00,1
2019-03-28 04:29:00,3
2019-03-28 04:33:00,1
2019-03-28 04:37:00,5
2019-03-28 04:39:00,2
2019-03-28 04:40:00,3
2019-03-28 04:42:00,3
2019-03-28 04:44:00,4
2019-03-28 04:48:00,2
2019-03-28 07:37:00,1
2019-03-28 07:39:00,2
2019-03-28 07:41:00,3
2019-03-28 07:42:00,3
2019-03-28 07:46:00,2
2019-03-28 07:47:00,1
