7,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.specobjid, s.plate, s.mjd, s.fiberid from galaxy p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-03-28 11:06:00,1
2019-03-28 11:07:00,1
2019-03-28 11:08:00,1
2019-03-28 11:11:00,1
2019-03-28 11:12:00,1
2019-03-28 11:17:00,1
2019-03-28 11:22:00,1
