324,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-03-28 00:14:00,1
2019-03-28 00:15:00,1
2019-03-28 00:50:00,1
2019-03-28 00:51:00,1
2019-03-28 01:11:00,2
2019-03-28 01:43:00,1
2019-03-28 01:44:00,1
2019-03-28 02:13:00,1
2019-03-28 02:14:00,1
2019-03-28 02:27:00,1
2019-03-28 02:28:00,1
2019-03-28 03:05:00,1
2019-03-28 03:06:00,1
2019-03-28 03:30:00,1
2019-03-28 03:46:00,1
2019-03-28 03:53:00,1
2019-03-28 03:57:00,1
2019-03-28 04:07:00,1
2019-03-28 04:15:00,1
2019-03-28 04:22:00,1
2019-03-28 04:32:00,2
2019-03-28 05:17:00,1
2019-03-28 05:18:00,1
2019-03-28 05:27:00,2
2019-03-28 05:30:00,1
2019-03-28 05:31:00,1
2019-03-28 05:37:00,2
2019-03-28 05:41:00,2
2019-03-28 05:50:00,2
2019-03-28 05:54:00,1
2019-03-28 05:55:00,1
2019-03-28 06:01:00,1
2019-03-28 06:02:00,1
2019-03-28 06:09:00,1
2019-03-28 06:10:00,1
2019-03-28 06:13:00,1
2019-03-28 06:14:00,1
2019-03-28 06:19:00,2
2019-03-28 06:25:00,1
2019-03-28 06:26:00,1
2019-03-28 06:32:00,2
2019-03-28 06:43:00,2
2019-03-28 06:48:00,2
2019-03-28 06:54:00,1
2019-03-28 06:55:00,1
2019-03-28 06:58:00,1
2019-03-28 06:59:00,1
2019-03-28 07:03:00,2
2019-03-28 07:08:00,2
2019-03-28 07:11:00,1
2019-03-28 07:12:00,1
2019-03-28 07:15:00,2
2019-03-28 07:19:00,1
2019-03-28 07:20:00,1
2019-03-28 07:27:00,1
2019-03-28 07:28:00,1
2019-03-28 07:34:00,1
2019-03-28 07:35:00,1
2019-03-28 07:37:00,1
2019-03-28 07:38:00,1
2019-03-28 07:40:00,1
2019-03-28 07:41:00,1
2019-03-28 07:43:00,1
2019-03-28 07:44:00,1
2019-03-28 07:47:00,1
2019-03-28 07:48:00,1
2019-03-28 07:53:00,1
2019-03-28 07:54:00,1
2019-03-28 07:57:00,1
2019-03-28 07:58:00,1
2019-03-28 08:00:00,1
2019-03-28 08:01:00,1
2019-03-28 08:03:00,1
2019-03-28 08:04:00,1
2019-03-28 08:06:00,1
2019-03-28 08:07:00,1
2019-03-28 08:09:00,1
2019-03-28 08:10:00,1
2019-03-28 08:18:00,1
2019-03-28 08:20:00,1
2019-03-28 08:25:00,1
2019-03-28 08:26:00,1
2019-03-28 08:31:00,1
2019-03-28 08:32:00,1
2019-03-28 08:35:00,1
2019-03-28 08:36:00,1
2019-03-28 08:38:00,1
2019-03-28 08:39:00,1
2019-03-28 08:42:00,2
2019-03-28 08:43:00,1
2019-03-28 08:44:00,1
2019-03-28 08:47:00,2
2019-03-28 08:52:00,2
2019-03-28 08:56:00,2
2019-03-28 09:00:00,2
2019-03-28 09:04:00,1
2019-03-28 09:10:00,1
2019-03-28 09:11:00,1
2019-03-28 09:15:00,1
2019-03-28 09:16:00,1
2019-03-28 09:19:00,1
2019-03-28 09:20:00,1
2019-03-28 09:23:00,1
2019-03-28 09:25:00,1
2019-03-28 09:28:00,1
2019-03-28 09:29:00,1
2019-03-28 09:32:00,1
2019-03-28 09:33:00,1
2019-03-28 09:38:00,1
2019-03-28 09:39:00,1
2019-03-28 09:41:00,1
2019-03-28 09:42:00,1
2019-03-28 09:45:00,1
2019-03-28 09:46:00,1
2019-03-28 10:00:00,1
2019-03-28 10:01:00,1
2019-03-28 10:11:00,1
2019-03-28 10:12:00,1
2019-03-28 10:20:00,1
2019-03-28 10:21:00,1
2019-03-28 10:25:00,2
2019-03-28 10:28:00,2
2019-03-28 10:31:00,1
2019-03-28 10:46:00,2
2019-03-28 10:50:00,1
2019-03-28 10:51:00,1
2019-03-28 10:54:00,1
2019-03-28 10:55:00,1
2019-03-28 10:59:00,2
2019-03-28 11:02:00,1
2019-03-28 11:03:00,1
2019-03-28 11:09:00,1
2019-03-28 11:11:00,1
2019-03-28 11:42:00,1
2019-03-28 11:44:00,1
2019-03-28 12:09:00,1
2019-03-28 12:11:00,1
2019-03-28 13:56:00,1
2019-03-28 13:58:00,1
2019-03-28 14:02:00,1
2019-03-28 14:03:00,1
2019-03-28 14:06:00,2
2019-03-28 14:12:00,1
2019-03-28 14:13:00,1
2019-03-28 14:20:00,2
2019-03-28 14:26:00,2
2019-03-28 14:29:00,2
2019-03-28 14:30:00,2
2019-03-28 14:34:00,2
2019-03-28 14:35:00,1
2019-03-28 14:36:00,1
2019-03-28 14:39:00,1
2019-03-28 14:40:00,1
2019-03-28 14:43:00,1
2019-03-28 14:44:00,1
2019-03-28 14:48:00,2
2019-03-28 14:51:00,1
2019-03-28 14:52:00,1
2019-03-28 14:58:00,1
2019-03-28 14:59:00,1
2019-03-28 15:04:00,2
2019-03-28 15:10:00,2
2019-03-28 15:14:00,2
2019-03-28 15:19:00,2
2019-03-28 15:24:00,2
2019-03-28 15:28:00,1
2019-03-28 15:29:00,1
2019-03-28 15:35:00,1
2019-03-28 15:36:00,1
2019-03-28 15:39:00,1
2019-03-28 15:40:00,1
2019-03-28 15:43:00,2
2019-03-28 15:47:00,1
2019-03-28 15:48:00,1
2019-03-28 15:51:00,1
2019-03-28 15:52:00,1
2019-03-28 15:55:00,1
2019-03-28 15:56:00,1
2019-03-28 16:00:00,2
2019-03-28 16:03:00,2
2019-03-28 16:06:00,2
2019-03-28 16:09:00,2
2019-03-28 16:10:00,1
2019-03-28 16:11:00,1
2019-03-28 16:14:00,1
2019-03-28 16:15:00,1
2019-03-28 16:17:00,1
2019-03-28 16:18:00,1
2019-03-28 16:21:00,2
2019-03-28 16:24:00,2
2019-03-28 16:27:00,2
2019-03-28 16:31:00,2
2019-03-28 16:37:00,2
2019-03-28 16:41:00,2
2019-03-28 16:45:00,1
2019-03-28 16:46:00,1
2019-03-28 16:49:00,1
2019-03-28 16:50:00,1
2019-03-28 16:52:00,2
2019-03-28 16:55:00,2
2019-03-28 16:58:00,2
2019-03-28 17:04:00,1
2019-03-28 17:05:00,1
2019-03-28 17:07:00,1
2019-03-28 17:08:00,1
2019-03-28 17:11:00,1
2019-03-28 17:12:00,1
2019-03-28 17:16:00,2
2019-03-28 17:29:00,1
2019-03-28 17:30:00,1
2019-03-28 17:42:00,2
2019-03-28 17:54:00,1
