38,"SELECT TOP # p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,         p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,          s.z as z_spec, s.plate, s.mjd, s.fiberid     FROM galaxy AS p        JOIN SpecObj AS s ON s.bestobjid = p.objid     WHERE p.ra between # and #       and s.z between # and #       and p.g < #"
2019-03-28 17:07:00,4
2019-03-28 17:08:00,4
2019-03-28 17:09:00,5
2019-03-28 17:10:00,4
2019-03-28 17:11:00,9
2019-03-28 17:12:00,4
2019-03-28 17:15:00,4
2019-03-28 17:17:00,4
