702,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-03-28 00:08:00,3
2019-03-28 00:09:00,8
2019-03-28 00:10:00,14
2019-03-28 00:11:00,22
2019-03-28 00:12:00,20
2019-03-28 00:13:00,24
2019-03-28 00:14:00,20
2019-03-28 00:15:00,22
2019-03-28 00:16:00,18
2019-03-28 00:17:00,11
2019-03-28 00:18:00,22
2019-03-28 00:19:00,21
2019-03-28 00:20:00,22
2019-03-28 00:21:00,22
2019-03-28 00:22:00,21
2019-03-28 00:23:00,22
2019-03-28 00:24:00,23
2019-03-28 00:25:00,22
2019-03-28 00:26:00,21
2019-03-28 00:27:00,22
2019-03-28 00:28:00,22
2019-03-28 00:29:00,23
2019-03-28 00:30:00,24
2019-03-28 00:31:00,23
2019-03-28 00:32:00,14
2019-03-28 00:33:00,12
2019-03-28 00:34:00,11
2019-03-28 00:35:00,10
2019-03-28 00:36:00,15
2019-03-28 00:37:00,11
2019-03-28 00:38:00,9
2019-03-28 00:39:00,10
2019-03-28 00:40:00,18
2019-03-28 00:41:00,11
2019-03-28 00:42:00,12
2019-03-28 00:43:00,12
2019-03-28 00:44:00,16
2019-03-28 00:45:00,13
2019-03-28 00:46:00,5
2019-03-28 01:40:00,4
2019-03-28 01:41:00,8
2019-03-28 01:42:00,8
2019-03-28 01:43:00,7
2019-03-28 01:44:00,12
2019-03-28 01:45:00,8
2019-03-28 01:46:00,4
