169,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-28 08:16:00,2
2019-03-28 08:17:00,2
2019-03-28 08:18:00,2
2019-03-28 08:20:00,2
2019-03-28 08:40:00,2
2019-03-28 08:41:00,2
2019-03-28 08:42:00,2
2019-03-28 08:44:00,2
2019-03-28 09:05:00,2
2019-03-28 09:06:00,4
2019-03-28 09:07:00,2
2019-03-28 09:13:00,2
2019-03-28 09:14:00,2
2019-03-28 09:15:00,2
2019-03-28 09:17:00,2
2019-03-28 09:42:00,2
2019-03-28 09:44:00,2
2019-03-28 09:45:00,2
2019-03-28 09:47:00,2
2019-03-28 11:17:00,2
2019-03-28 11:18:00,2
2019-03-28 11:19:00,2
2019-03-28 11:20:00,2
2019-03-28 12:31:00,2
2019-03-28 12:33:00,2
2019-03-28 12:34:00,2
2019-03-28 12:36:00,2
2019-03-28 12:56:00,2
2019-03-28 12:57:00,2
2019-03-28 12:58:00,2
2019-03-28 13:00:00,2
2019-03-28 13:26:00,2
2019-03-28 13:27:00,2
2019-03-28 13:29:00,2
2019-03-28 13:31:00,2
2019-03-28 13:51:00,2
2019-03-28 13:52:00,2
2019-03-28 13:53:00,2
2019-03-28 13:55:00,2
2019-03-28 14:16:00,2
2019-03-28 14:17:00,2
2019-03-28 14:18:00,2
2019-03-28 14:20:00,2
2019-03-28 14:32:00,2
2019-03-28 14:33:00,3
2019-03-28 14:37:00,2
2019-03-28 14:41:00,2
2019-03-28 14:42:00,2
2019-03-28 14:43:00,2
2019-03-28 14:44:00,2
2019-03-28 15:21:00,2
2019-03-28 15:24:00,2
2019-03-28 15:25:00,2
2019-03-28 15:26:00,2
2019-03-28 15:28:00,4
2019-03-28 15:30:00,2
2019-03-28 15:32:00,2
2019-03-28 15:41:00,1
2019-03-28 15:42:00,1
2019-03-28 15:43:00,1
2019-03-28 15:48:00,2
2019-03-28 15:49:00,4
2019-03-28 15:50:00,1
2019-03-28 15:51:00,2
2019-03-28 15:52:00,2
2019-03-28 15:53:00,1
2019-03-28 15:55:00,1
2019-03-28 15:56:00,1
2019-03-28 15:57:00,1
2019-03-28 16:02:00,1
2019-03-28 16:03:00,1
2019-03-28 16:04:00,1
2019-03-28 16:05:00,1
2019-03-28 16:06:00,1
2019-03-28 16:07:00,1
2019-03-28 16:11:00,2
2019-03-28 16:12:00,4
2019-03-28 16:14:00,2
2019-03-28 16:34:00,2
2019-03-28 16:35:00,2
2019-03-28 16:36:00,2
2019-03-28 16:38:00,2
2019-03-28 17:01:00,1
2019-03-28 17:08:00,3
2019-03-28 17:09:00,2
2019-03-28 17:10:00,2
2019-03-28 17:12:00,2
