5,"SELECT TOP # specObjID, z, survey  FROM SpecObj  WHERE class = &&&   AND zWarning = # AND z BETWEEN # and #  AND htmid*# & # < (# * #)"
2019-03-28 16:59:00,1
2019-03-28 17:00:00,3
2019-03-28 17:02:00,1
