1389,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-03-28 00:55:00,1
2019-03-28 01:57:00,1
2019-03-28 02:07:00,1
2019-03-28 02:08:00,1
2019-03-28 02:21:00,1
2019-03-28 02:30:00,1
2019-03-28 02:50:00,7
2019-03-28 02:51:00,2
2019-03-28 02:57:00,1
2019-03-28 03:57:00,1
2019-03-28 04:56:00,1
2019-03-28 04:57:00,1
2019-03-28 04:58:00,1
2019-03-28 04:59:00,1
2019-03-28 05:30:00,9
2019-03-28 05:34:00,2
2019-03-28 05:35:00,6
2019-03-28 05:36:00,1
2019-03-28 05:56:00,1
2019-03-28 06:12:00,1
2019-03-28 06:57:00,1
2019-03-28 07:25:00,1
2019-03-28 07:37:00,3
2019-03-28 07:40:00,1
2019-03-28 07:41:00,1
2019-03-28 07:47:00,1
2019-03-28 07:55:00,3
2019-03-28 07:56:00,1
2019-03-28 08:05:00,3
2019-03-28 08:56:00,1
2019-03-28 09:14:00,28
2019-03-28 09:15:00,219
2019-03-28 09:16:00,209
2019-03-28 09:17:00,222
2019-03-28 09:18:00,218
2019-03-28 09:19:00,219
2019-03-28 09:20:00,24
2019-03-28 09:24:00,1
2019-03-28 09:26:00,8
2019-03-28 09:27:00,1
2019-03-28 09:28:00,9
2019-03-28 09:30:00,9
2019-03-28 09:43:00,1
2019-03-28 09:57:00,1
2019-03-28 10:17:00,2
2019-03-28 10:21:00,1
2019-03-28 10:28:00,1
2019-03-28 10:29:00,1
2019-03-28 10:30:00,1
2019-03-28 10:41:00,1
2019-03-28 10:44:00,1
2019-03-28 10:57:00,1
2019-03-28 10:59:00,1
2019-03-28 11:00:00,1
2019-03-28 11:18:00,1
2019-03-28 11:19:00,1
2019-03-28 11:21:00,1
2019-03-28 11:27:00,1
2019-03-28 11:29:00,1
2019-03-28 11:31:00,1
2019-03-28 11:37:00,2
2019-03-28 11:38:00,1
2019-03-28 11:41:00,1
2019-03-28 11:56:00,9
2019-03-28 11:58:00,1
2019-03-28 12:01:00,1
2019-03-28 12:02:00,1
2019-03-28 12:09:00,1
2019-03-28 12:56:00,1
2019-03-28 12:57:00,1
2019-03-28 13:07:00,10
2019-03-28 13:12:00,1
2019-03-28 13:16:00,4
2019-03-28 13:18:00,1
2019-03-28 13:21:00,1
2019-03-28 13:39:00,1
2019-03-28 13:41:00,1
2019-03-28 13:44:00,1
2019-03-28 13:46:00,1
2019-03-28 13:49:00,10
2019-03-28 13:57:00,1
2019-03-28 14:29:00,1
2019-03-28 14:30:00,1
2019-03-28 14:31:00,1
2019-03-28 14:38:00,1
2019-03-28 14:39:00,1
2019-03-28 14:40:00,1
2019-03-28 14:41:00,1
2019-03-28 14:52:00,1
2019-03-28 14:53:00,2
2019-03-28 14:58:00,1
2019-03-28 15:00:00,1
2019-03-28 15:01:00,2
2019-03-28 15:05:00,2
2019-03-28 15:06:00,1
2019-03-28 15:10:00,1
2019-03-28 15:12:00,1
2019-03-28 15:25:00,1
2019-03-28 15:27:00,1
2019-03-28 15:30:00,1
2019-03-28 15:31:00,2
2019-03-28 15:38:00,7
2019-03-28 15:49:00,1
2019-03-28 15:58:00,1
2019-03-28 16:02:00,1
2019-03-28 16:04:00,1
2019-03-28 16:06:00,1
2019-03-28 16:07:00,1
2019-03-28 16:10:00,1
2019-03-28 16:11:00,1
2019-03-28 16:12:00,1
2019-03-28 16:19:00,1
2019-03-28 16:22:00,1
2019-03-28 16:25:00,1
2019-03-28 16:27:00,1
2019-03-28 16:30:00,1
2019-03-28 16:41:00,1
2019-03-28 16:43:00,2
2019-03-28 16:46:00,1
2019-03-28 16:49:00,1
2019-03-28 16:50:00,2
2019-03-28 16:51:00,1
2019-03-28 16:53:00,1
2019-03-28 16:54:00,1
2019-03-28 16:58:00,2
2019-03-28 17:00:00,1
2019-03-28 17:02:00,1
2019-03-28 17:06:00,1
2019-03-28 17:08:00,1
2019-03-28 17:42:00,1
2019-03-28 17:43:00,2
2019-03-28 17:46:00,1
2019-03-28 17:50:00,3
2019-03-28 17:54:00,1
2019-03-28 17:55:00,1
2019-03-28 17:56:00,1
2019-03-28 17:57:00,1
2019-03-28 17:58:00,2
2019-03-28 18:01:00,1
2019-03-28 18:35:00,9
2019-03-28 18:39:00,9
2019-03-28 18:58:00,1
2019-03-28 19:57:00,1
