250,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-03-28 00:05:00,1
2019-03-28 00:10:00,1
2019-03-28 00:15:00,2
2019-03-28 00:20:00,2
2019-03-28 18:59:00,1
2019-03-28 19:03:00,1
2019-03-28 19:08:00,1
2019-03-28 19:14:00,1
2019-03-28 19:19:00,1
2019-03-28 19:22:00,1
2019-03-28 19:23:00,1
2019-03-28 19:44:00,35
2019-03-28 19:45:00,34
2019-03-28 19:46:00,6
2019-03-28 19:47:00,1
2019-03-28 19:48:00,1
2019-03-28 19:49:00,18
2019-03-28 19:50:00,27
2019-03-28 19:51:00,11
2019-03-28 19:52:00,2
2019-03-28 19:53:00,1
2019-03-28 19:54:00,10
2019-03-28 19:55:00,27
2019-03-28 19:56:00,12
2019-03-28 19:57:00,2
2019-03-28 19:58:00,1
2019-03-28 19:59:00,4
2019-03-28 20:00:00,20
2019-03-28 20:01:00,19
2019-03-28 20:02:00,2
2019-03-28 20:03:00,3
2019-03-28 20:04:00,1
