17,"SELECT TOP # bestobjid,survey,z from SpecObj where class = &&& and survey = &&& and zWarning = # and z >= # and z <= #"
2019-03-28 12:05:00,1
2019-03-28 12:06:00,2
2019-03-28 12:13:00,1
2019-03-28 12:19:00,1
2019-03-28 12:20:00,1
2019-03-28 12:27:00,3
2019-03-28 12:28:00,4
2019-03-28 12:29:00,1
2019-03-28 12:30:00,2
2019-03-28 12:38:00,1
