191,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-09-18 08:28:00,4
2019-09-18 08:29:00,6
2019-09-18 08:35:00,1
2019-09-18 08:36:00,1
2019-09-18 14:03:00,1
2019-09-18 14:06:00,1
2019-09-18 14:07:00,1
2019-09-18 14:14:00,1
2019-09-18 14:18:00,1
2019-09-18 14:19:00,1
2019-09-18 14:20:00,1
2019-09-18 14:21:00,3
2019-09-18 14:22:00,1
2019-09-18 14:24:00,1
2019-09-18 14:25:00,1
2019-09-18 14:27:00,1
2019-09-18 14:30:00,2
2019-09-18 14:31:00,1
2019-09-18 14:32:00,1
2019-09-18 14:36:00,1
2019-09-18 14:37:00,1
2019-09-18 14:39:00,1
2019-09-18 14:43:00,1
2019-09-18 14:46:00,1
2019-09-18 14:50:00,2
2019-09-18 14:54:00,1
2019-09-18 14:55:00,1
2019-09-18 15:00:00,1
2019-09-18 15:03:00,1
2019-09-18 15:08:00,1
2019-09-18 15:12:00,2
2019-09-18 15:13:00,1
2019-09-18 15:14:00,1
2019-09-18 15:16:00,2
2019-09-18 15:19:00,1
2019-09-18 15:20:00,1
2019-09-18 15:21:00,1
2019-09-18 15:22:00,1
2019-09-18 15:23:00,1
2019-09-18 15:26:00,1
2019-09-18 15:28:00,1
2019-09-18 15:32:00,7
2019-09-18 15:33:00,1
2019-09-18 15:35:00,1
2019-09-18 15:38:00,1
2019-09-18 15:40:00,1
2019-09-18 15:41:00,6
2019-09-18 15:42:00,7
2019-09-18 15:45:00,1
2019-09-18 15:47:00,2
2019-09-18 15:49:00,1
2019-09-18 15:50:00,1
2019-09-18 15:51:00,1
2019-09-18 15:53:00,1
2019-09-18 15:55:00,2
2019-09-18 16:00:00,2
2019-09-18 16:02:00,1
2019-09-18 16:04:00,1
2019-09-18 16:05:00,1
2019-09-18 16:06:00,1
2019-09-18 16:08:00,3
2019-09-18 16:11:00,1
2019-09-18 16:15:00,1
2019-09-18 16:20:00,1
2019-09-18 16:25:00,1
2019-09-18 16:27:00,1
2019-09-18 16:30:00,1
2019-09-18 16:32:00,2
2019-09-18 16:36:00,1
2019-09-18 16:38:00,1
2019-09-18 16:39:00,1
2019-09-18 16:40:00,1
2019-09-18 16:44:00,2
2019-09-18 16:45:00,1
2019-09-18 16:47:00,1
2019-09-18 16:49:00,2
2019-09-18 16:52:00,1
2019-09-18 16:53:00,1
2019-09-18 16:56:00,1
2019-09-18 16:57:00,1
2019-09-18 16:59:00,1
2019-09-18 17:03:00,2
2019-09-18 17:04:00,2
2019-09-18 17:08:00,1
2019-09-18 17:09:00,1
2019-09-18 17:11:00,1
2019-09-18 17:13:00,1
2019-09-18 17:15:00,1
2019-09-18 17:18:00,1
2019-09-18 17:20:00,1
2019-09-18 17:23:00,1
2019-09-18 17:24:00,2
2019-09-18 17:27:00,1
2019-09-18 17:29:00,1
2019-09-18 17:32:00,1
2019-09-18 17:33:00,1
2019-09-18 17:38:00,2
2019-09-18 17:40:00,1
2019-09-18 17:43:00,1
2019-09-18 17:46:00,1
2019-09-18 17:47:00,1
2019-09-18 17:48:00,2
2019-09-18 17:52:00,2
2019-09-18 17:53:00,1
2019-09-18 17:56:00,1
2019-09-18 17:57:00,1
2019-09-18 17:58:00,1
2019-09-18 18:00:00,1
2019-09-18 18:04:00,1
2019-09-18 18:10:00,1
2019-09-18 18:12:00,1
2019-09-18 18:14:00,1
2019-09-18 18:16:00,1
2019-09-18 18:18:00,1
2019-09-18 18:19:00,1
2019-09-18 18:20:00,1
2019-09-18 18:21:00,2
2019-09-18 18:25:00,1
2019-09-18 18:27:00,1
2019-09-18 18:28:00,1
2019-09-18 18:29:00,2
2019-09-18 18:31:00,1
2019-09-18 18:32:00,1
2019-09-18 18:33:00,1
2019-09-18 18:37:00,1
2019-09-18 18:39:00,1
2019-09-18 18:40:00,1
2019-09-18 18:48:00,1
2019-09-18 18:53:00,1
2019-09-18 18:55:00,1
2019-09-18 18:58:00,1
2019-09-18 19:12:00,1
2019-09-18 19:14:00,1
2019-09-18 19:19:00,1
2019-09-18 19:27:00,2
2019-09-18 19:31:00,1
2019-09-18 19:40:00,1
2019-09-18 19:43:00,1
2019-09-18 19:44:00,1
2019-09-18 19:45:00,1
2019-09-18 19:48:00,1
2019-09-18 19:50:00,1
2019-09-18 19:54:00,1
