22,select * from sppParams where specObjId=#
2019-09-18 03:30:00,1
2019-09-18 04:02:00,1
2019-09-18 04:11:00,1
2019-09-18 07:31:00,1
2019-09-18 10:51:00,1
2019-09-18 11:21:00,1
2019-09-18 11:33:00,1
2019-09-18 12:16:00,1
2019-09-18 12:19:00,1
2019-09-18 13:07:00,1
2019-09-18 13:43:00,2
2019-09-18 14:59:00,1
2019-09-18 15:16:00,1
2019-09-18 17:43:00,1
2019-09-18 17:55:00,1
2019-09-18 19:29:00,1
2019-09-18 21:09:00,1
2019-09-18 21:10:00,1
2019-09-18 21:56:00,1
2019-09-18 22:54:00,1
2019-09-18 23:45:00,1
