158,select distinct parent from DBViewCols where viewname=&&&
2019-09-18 00:21:00,3
2019-09-18 00:22:00,2
2019-09-18 00:23:00,3
2019-09-18 00:24:00,2
2019-09-18 00:25:00,1
2019-09-18 00:27:00,1
2019-09-18 01:19:00,2
2019-09-18 01:20:00,1
2019-09-18 02:15:00,1
2019-09-18 03:08:00,1
2019-09-18 05:24:00,1
2019-09-18 07:12:00,1
2019-09-18 08:10:00,2
2019-09-18 11:03:00,2
2019-09-18 11:04:00,8
2019-09-18 11:07:00,2
2019-09-18 11:13:00,1
2019-09-18 11:25:00,1
2019-09-18 14:32:00,1
2019-09-18 15:18:00,1
2019-09-18 15:36:00,1
2019-09-18 15:42:00,1
2019-09-18 15:45:00,1
2019-09-18 15:48:00,4
2019-09-18 15:49:00,5
2019-09-18 15:50:00,1
2019-09-18 15:57:00,1
2019-09-18 16:12:00,1
2019-09-18 16:39:00,2
2019-09-18 16:40:00,2
2019-09-18 16:41:00,4
2019-09-18 16:42:00,2
2019-09-18 16:44:00,1
2019-09-18 17:02:00,1
2019-09-18 17:45:00,1
2019-09-18 18:02:00,1
2019-09-18 18:47:00,1
2019-09-18 19:23:00,1
2019-09-18 19:30:00,1
2019-09-18 19:37:00,2
2019-09-18 19:47:00,1
2019-09-18 19:53:00,1
2019-09-18 20:03:00,1
2019-09-18 20:05:00,1
2019-09-18 21:02:00,1
2019-09-18 22:13:00,6
2019-09-18 22:14:00,10
2019-09-18 22:15:00,1
2019-09-18 22:21:00,8
2019-09-18 22:22:00,8
2019-09-18 22:23:00,7
2019-09-18 22:52:00,2
2019-09-18 22:53:00,5
2019-09-18 22:54:00,3
2019-09-18 22:55:00,9
2019-09-18 22:56:00,9
2019-09-18 22:57:00,7
2019-09-18 22:58:00,1
2019-09-18 22:59:00,6
