27,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-09-18 05:48:00,1
2019-09-18 05:50:00,1
2019-09-18 05:52:00,1
2019-09-18 05:53:00,1
2019-09-18 05:54:00,1
2019-09-18 05:56:00,1
2019-09-18 05:59:00,1
2019-09-18 06:09:00,1
2019-09-18 06:12:00,1
2019-09-18 06:15:00,1
2019-09-18 10:36:00,1
2019-09-18 10:45:00,1
2019-09-18 12:10:00,1
2019-09-18 12:16:00,1
2019-09-18 12:20:00,1
2019-09-18 12:24:00,1
2019-09-18 12:28:00,1
2019-09-18 12:31:00,1
2019-09-18 12:33:00,1
2019-09-18 12:35:00,1
2019-09-18 12:38:00,1
2019-09-18 12:47:00,1
2019-09-18 12:49:00,1
2019-09-18 12:52:00,1
2019-09-18 12:54:00,1
2019-09-18 13:01:00,1
2019-09-18 13:14:00,1
