245,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-18 07:35:00,1
2019-09-18 07:36:00,2
2019-09-18 07:37:00,6
2019-09-18 07:38:00,4
2019-09-18 07:39:00,3
2019-09-18 07:40:00,2
2019-09-18 07:41:00,2
2019-09-18 07:42:00,2
2019-09-18 07:43:00,2
2019-09-18 07:56:00,4
2019-09-18 07:57:00,4
2019-09-18 07:58:00,6
2019-09-18 07:59:00,2
2019-09-18 08:00:00,2
2019-09-18 08:05:00,2
2019-09-18 08:10:00,2
2019-09-18 08:12:00,2
2019-09-18 08:17:00,2
2019-09-18 08:23:00,2
2019-09-18 08:26:00,2
2019-09-18 08:28:00,6
2019-09-18 08:29:00,6
2019-09-18 08:30:00,6
2019-09-18 08:31:00,6
2019-09-18 08:32:00,4
2019-09-18 08:33:00,4
2019-09-18 08:34:00,2
2019-09-18 08:39:00,2
2019-09-18 08:45:00,2
2019-09-18 08:51:00,2
2019-09-18 08:52:00,2
2019-09-18 09:14:00,2
2019-09-18 09:15:00,4
2019-09-18 09:16:00,2
2019-09-18 09:17:00,6
2019-09-18 09:18:00,4
2019-09-18 09:19:00,4
2019-09-18 09:20:00,2
2019-09-18 09:42:00,2
2019-09-18 09:46:00,2
2019-09-18 09:48:00,4
2019-09-18 09:49:00,4
2019-09-18 09:50:00,6
2019-09-18 09:51:00,4
2019-09-18 09:52:00,2
2019-09-18 09:53:00,2
2019-09-18 10:14:00,2
2019-09-18 10:15:00,2
2019-09-18 10:16:00,4
2019-09-18 10:17:00,6
2019-09-18 10:18:00,4
2019-09-18 10:19:00,4
2019-09-18 10:20:00,2
2019-09-18 10:35:00,2
2019-09-18 10:36:00,2
2019-09-18 10:37:00,4
2019-09-18 10:38:00,6
2019-09-18 10:39:00,4
2019-09-18 10:40:00,4
2019-09-18 10:41:00,2
2019-09-18 14:29:00,2
2019-09-18 14:30:00,2
2019-09-18 14:31:00,6
2019-09-18 14:32:00,4
2019-09-18 14:33:00,2
2019-09-18 15:18:00,2
2019-09-18 15:19:00,4
2019-09-18 15:20:00,8
2019-09-18 15:21:00,6
2019-09-18 15:22:00,5
2019-09-18 15:23:00,2
2019-09-18 15:24:00,2
2019-09-18 15:33:00,2
2019-09-18 15:53:00,1
2019-09-18 17:30:00,2
2019-09-18 17:31:00,1
