193,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-18 00:32:00,1
2019-09-18 02:36:00,1
2019-09-18 04:40:00,1
2019-09-18 05:09:00,2
2019-09-18 05:10:00,2
2019-09-18 05:11:00,2
2019-09-18 05:12:00,2
2019-09-18 05:13:00,1
2019-09-18 05:26:00,1
2019-09-18 05:28:00,1
2019-09-18 05:29:00,2
2019-09-18 05:30:00,2
2019-09-18 05:31:00,1
2019-09-18 05:32:00,2
2019-09-18 05:33:00,2
2019-09-18 05:34:00,1
2019-09-18 05:35:00,3
2019-09-18 05:36:00,1
2019-09-18 05:37:00,1
2019-09-18 05:38:00,1
2019-09-18 05:39:00,1
2019-09-18 05:40:00,2
2019-09-18 05:42:00,2
2019-09-18 05:44:00,1
2019-09-18 05:48:00,2
2019-09-18 05:49:00,1
2019-09-18 05:50:00,2
2019-09-18 05:51:00,1
2019-09-18 06:05:00,1
2019-09-18 06:06:00,1
2019-09-18 06:09:00,1
2019-09-18 06:11:00,1
2019-09-18 06:13:00,1
2019-09-18 06:16:00,1
2019-09-18 06:24:00,1
2019-09-18 06:26:00,1
2019-09-18 06:28:00,1
2019-09-18 06:30:00,2
2019-09-18 06:35:00,1
2019-09-18 06:36:00,1
2019-09-18 06:37:00,1
2019-09-18 06:39:00,2
2019-09-18 06:40:00,2
2019-09-18 06:41:00,2
2019-09-18 06:42:00,2
2019-09-18 06:43:00,2
2019-09-18 06:44:00,2
2019-09-18 06:45:00,2
2019-09-18 06:46:00,1
2019-09-18 06:49:00,3
2019-09-18 06:50:00,2
2019-09-18 06:52:00,1
2019-09-18 06:53:00,2
2019-09-18 06:54:00,1
2019-09-18 06:55:00,1
2019-09-18 06:57:00,1
2019-09-18 06:58:00,1
2019-09-18 07:00:00,1
2019-09-18 07:01:00,1
2019-09-18 07:04:00,1
2019-09-18 07:05:00,1
2019-09-18 07:06:00,1
2019-09-18 07:07:00,1
2019-09-18 07:09:00,1
2019-09-18 07:10:00,2
2019-09-18 07:11:00,1
2019-09-18 07:13:00,4
2019-09-18 07:14:00,1
2019-09-18 07:15:00,2
2019-09-18 07:16:00,2
2019-09-18 07:17:00,2
2019-09-18 07:18:00,2
2019-09-18 07:19:00,1
2019-09-18 07:20:00,2
2019-09-18 07:21:00,1
2019-09-18 07:22:00,2
2019-09-18 07:23:00,1
2019-09-18 07:24:00,1
2019-09-18 07:25:00,2
2019-09-18 07:26:00,2
2019-09-18 07:27:00,1
2019-09-18 07:28:00,2
2019-09-18 07:29:00,1
2019-09-18 07:30:00,2
2019-09-18 07:32:00,1
2019-09-18 07:33:00,2
2019-09-18 07:34:00,1
2019-09-18 07:37:00,1
2019-09-18 07:38:00,1
2019-09-18 07:39:00,2
2019-09-18 07:40:00,1
2019-09-18 10:37:00,1
2019-09-18 14:00:00,1
2019-09-18 14:38:00,3
2019-09-18 14:39:00,2
2019-09-18 14:40:00,2
2019-09-18 14:41:00,2
2019-09-18 14:42:00,2
2019-09-18 14:43:00,2
2019-09-18 14:44:00,3
2019-09-18 14:45:00,1
2019-09-18 14:46:00,2
2019-09-18 14:47:00,2
2019-09-18 14:48:00,2
2019-09-18 14:49:00,2
2019-09-18 14:50:00,1
2019-09-18 14:51:00,2
2019-09-18 14:53:00,3
2019-09-18 14:54:00,1
2019-09-18 14:55:00,1
2019-09-18 15:02:00,1
2019-09-18 15:03:00,3
2019-09-18 15:04:00,1
2019-09-18 15:06:00,2
2019-09-18 15:07:00,1
2019-09-18 15:08:00,1
2019-09-18 15:10:00,1
2019-09-18 15:12:00,2
2019-09-18 15:13:00,2
2019-09-18 15:14:00,1
2019-09-18 15:15:00,2
2019-09-18 15:17:00,2
2019-09-18 15:18:00,1
2019-09-18 15:19:00,1
2019-09-18 15:22:00,1
2019-09-18 15:23:00,1
2019-09-18 17:37:00,1
2019-09-18 18:53:00,1
