55,select * from SpecLineIndex where specObjId=#
2019-09-18 02:13:00,1
2019-09-18 03:08:00,1
2019-09-18 03:30:00,1
2019-09-18 04:53:00,1
2019-09-18 05:37:00,1
2019-09-18 06:16:00,1
2019-09-18 07:20:00,1
2019-09-18 12:27:00,1
2019-09-18 12:38:00,10
2019-09-18 15:36:00,1
2019-09-18 16:11:00,1
2019-09-18 16:12:00,2
2019-09-18 18:02:00,1
2019-09-18 18:18:00,1
2019-09-18 19:07:00,4
2019-09-18 19:08:00,3
2019-09-18 19:09:00,9
2019-09-18 19:10:00,11
2019-09-18 19:11:00,3
2019-09-18 23:02:00,1
