65,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-09-18 00:05:00,6
2019-09-18 00:06:00,3
2019-09-18 00:07:00,1
2019-09-18 00:29:00,6
2019-09-18 00:30:00,5
2019-09-18 01:01:00,1
2019-09-18 02:34:00,1
2019-09-18 02:55:00,3
2019-09-18 02:56:00,10
2019-09-18 03:21:00,1
2019-09-18 05:01:00,1
2019-09-18 05:34:00,1
2019-09-18 06:22:00,1
2019-09-18 07:59:00,1
2019-09-18 11:02:00,1
2019-09-18 16:01:00,1
2019-09-18 16:02:00,1
2019-09-18 16:46:00,6
2019-09-18 16:47:00,3
2019-09-18 16:48:00,1
2019-09-18 17:04:00,1
2019-09-18 19:32:00,1
2019-09-18 19:34:00,1
2019-09-18 19:37:00,1
2019-09-18 19:40:00,1
2019-09-18 19:43:00,1
2019-09-18 19:47:00,1
2019-09-18 20:13:00,1
2019-09-18 20:15:00,1
2019-09-18 23:27:00,1
2019-09-18 23:55:00,1
