419,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-18 00:02:00,1
2019-09-18 00:03:00,1
2019-09-18 00:07:00,1
2019-09-18 00:13:00,1
2019-09-18 00:14:00,1
2019-09-18 00:19:00,1
2019-09-18 00:22:00,1
2019-09-18 00:25:00,1
2019-09-18 00:26:00,1
2019-09-18 00:27:00,1
2019-09-18 00:28:00,1
2019-09-18 00:50:00,2
2019-09-18 00:53:00,1
2019-09-18 00:55:00,1
2019-09-18 00:56:00,1
2019-09-18 01:07:00,2
2019-09-18 01:10:00,1
2019-09-18 01:16:00,1
2019-09-18 01:17:00,1
2019-09-18 01:25:00,2
2019-09-18 01:27:00,1
2019-09-18 01:34:00,2
2019-09-18 01:36:00,1
2019-09-18 01:41:00,1
2019-09-18 01:43:00,1
2019-09-18 01:45:00,1
2019-09-18 01:46:00,1
2019-09-18 01:49:00,2
2019-09-18 01:51:00,1
2019-09-18 01:56:00,2
2019-09-18 02:08:00,2
2019-09-18 02:11:00,1
2019-09-18 02:24:00,1
2019-09-18 02:25:00,1
2019-09-18 02:36:00,1
2019-09-18 02:37:00,1
2019-09-18 02:45:00,1
2019-09-18 02:46:00,1
2019-09-18 02:48:00,1
2019-09-18 02:49:00,1
2019-09-18 02:57:00,1
2019-09-18 02:58:00,1
2019-09-18 03:00:00,1
2019-09-18 03:01:00,1
2019-09-18 03:03:00,1
2019-09-18 03:05:00,1
2019-09-18 03:08:00,1
2019-09-18 03:09:00,1
2019-09-18 03:14:00,1
2019-09-18 03:16:00,1
2019-09-18 03:18:00,1
2019-09-18 03:21:00,1
2019-09-18 03:23:00,2
2019-09-18 03:26:00,1
2019-09-18 03:27:00,1
2019-09-18 03:29:00,1
2019-09-18 03:30:00,1
2019-09-18 03:32:00,1
2019-09-18 03:41:00,1
2019-09-18 03:42:00,1
2019-09-18 03:46:00,1
2019-09-18 03:47:00,1
2019-09-18 03:48:00,2
2019-09-18 03:50:00,1
2019-09-18 03:52:00,2
2019-09-18 04:02:00,1
2019-09-18 04:03:00,1
2019-09-18 04:08:00,1
2019-09-18 04:11:00,2
2019-09-18 04:15:00,1
2019-09-18 04:17:00,2
2019-09-18 04:18:00,1
2019-09-18 04:43:00,2
2019-09-18 04:44:00,1
2019-09-18 05:05:00,1
2019-09-18 05:06:00,1
2019-09-18 05:10:00,1
2019-09-18 05:12:00,2
2019-09-18 05:13:00,2
2019-09-18 05:17:00,1
2019-09-18 05:19:00,2
2019-09-18 05:22:00,1
2019-09-18 05:24:00,1
2019-09-18 05:26:00,1
2019-09-18 05:27:00,1
2019-09-18 05:28:00,1
2019-09-18 05:32:00,1
2019-09-18 05:33:00,1
2019-09-18 05:35:00,2
2019-09-18 05:36:00,1
2019-09-18 05:37:00,1
2019-09-18 05:56:00,2
2019-09-18 06:01:00,1
2019-09-18 06:05:00,1
2019-09-18 06:06:00,1
2019-09-18 06:09:00,1
2019-09-18 06:10:00,1
2019-09-18 06:13:00,2
2019-09-18 06:16:00,1
2019-09-18 06:19:00,2
2019-09-18 06:20:00,1
2019-09-18 06:21:00,1
2019-09-18 06:24:00,1
2019-09-18 06:25:00,2
2019-09-18 06:27:00,2
2019-09-18 06:28:00,1
2019-09-18 06:35:00,2
2019-09-18 06:39:00,1
2019-09-18 06:40:00,1
2019-09-18 06:41:00,2
2019-09-18 06:44:00,2
2019-09-18 06:46:00,1
2019-09-18 06:47:00,2
2019-09-18 06:49:00,1
2019-09-18 06:50:00,1
2019-09-18 06:51:00,1
2019-09-18 06:53:00,1
2019-09-18 06:54:00,1
2019-09-18 06:55:00,1
2019-09-18 06:56:00,2
2019-09-18 06:58:00,1
2019-09-18 06:59:00,1
2019-09-18 07:02:00,2
2019-09-18 07:05:00,1
2019-09-18 07:06:00,2
2019-09-18 07:32:00,2
2019-09-18 07:35:00,2
2019-09-18 07:40:00,1
2019-09-18 07:41:00,2
2019-09-18 07:43:00,2
2019-09-18 07:45:00,1
2019-09-18 07:47:00,1
2019-09-18 07:50:00,1
2019-09-18 07:53:00,1
2019-09-18 07:54:00,1
2019-09-18 07:58:00,1
2019-09-18 08:00:00,1
2019-09-18 08:01:00,1
2019-09-18 08:06:00,1
2019-09-18 08:08:00,1
2019-09-18 08:09:00,1
2019-09-18 08:13:00,2
2019-09-18 08:18:00,2
2019-09-18 08:20:00,1
2019-09-18 08:21:00,1
2019-09-18 08:23:00,1
2019-09-18 08:43:00,1
2019-09-18 08:47:00,1
2019-09-18 08:48:00,1
2019-09-18 08:52:00,2
2019-09-18 08:53:00,1
2019-09-18 08:54:00,1
2019-09-18 08:55:00,2
2019-09-18 08:58:00,1
2019-09-18 08:59:00,1
2019-09-18 09:02:00,1
2019-09-18 09:03:00,1
2019-09-18 09:04:00,1
2019-09-18 09:05:00,1
2019-09-18 09:08:00,1
2019-09-18 09:15:00,2
2019-09-18 09:18:00,2
2019-09-18 09:39:00,2
2019-09-18 09:56:00,2
2019-09-18 09:58:00,2
2019-09-18 10:01:00,1
2019-09-18 10:02:00,1
2019-09-18 10:07:00,1
2019-09-18 10:10:00,2
2019-09-18 10:13:00,1
2019-09-18 10:18:00,1
2019-09-18 10:19:00,1
2019-09-18 10:20:00,1
2019-09-18 10:23:00,2
2019-09-18 10:24:00,1
2019-09-18 10:25:00,1
2019-09-18 10:27:00,1
2019-09-18 10:29:00,1
2019-09-18 10:30:00,1
2019-09-18 10:33:00,1
2019-09-18 10:37:00,2
2019-09-18 10:42:00,1
2019-09-18 10:43:00,2
2019-09-18 10:44:00,1
2019-09-18 10:47:00,2
2019-09-18 10:49:00,1
2019-09-18 10:51:00,1
2019-09-18 10:52:00,1
2019-09-18 10:57:00,1
2019-09-18 11:00:00,1
2019-09-18 11:01:00,1
2019-09-18 11:02:00,1
2019-09-18 11:04:00,1
2019-09-18 11:05:00,1
2019-09-18 11:06:00,1
2019-09-18 11:08:00,1
2019-09-18 11:11:00,1
2019-09-18 11:12:00,1
2019-09-18 11:19:00,1
2019-09-18 11:27:00,2
2019-09-18 11:45:00,1
2019-09-18 11:46:00,1
2019-09-18 11:54:00,1
2019-09-18 11:59:00,1
2019-09-18 12:18:00,2
2019-09-18 12:21:00,1
2019-09-18 12:22:00,1
2019-09-18 12:23:00,1
2019-09-18 12:24:00,2
2019-09-18 12:25:00,1
2019-09-18 12:26:00,1
2019-09-18 12:27:00,1
2019-09-18 12:54:00,2
2019-09-18 12:57:00,1
2019-09-18 13:00:00,1
2019-09-18 13:05:00,1
2019-09-18 13:11:00,1
2019-09-18 13:12:00,1
2019-09-18 13:16:00,1
2019-09-18 13:18:00,1
2019-09-18 13:41:00,1
2019-09-18 13:42:00,1
2019-09-18 13:48:00,1
2019-09-18 14:22:00,1
2019-09-18 14:23:00,1
2019-09-18 14:25:00,1
2019-09-18 14:26:00,1
2019-09-18 14:28:00,2
2019-09-18 14:31:00,2
2019-09-18 14:39:00,1
2019-09-18 14:40:00,1
2019-09-18 14:41:00,1
2019-09-18 14:50:00,1
2019-09-18 14:51:00,1
2019-09-18 15:01:00,1
2019-09-18 15:02:00,1
2019-09-18 15:06:00,1
2019-09-18 15:07:00,1
2019-09-18 15:13:00,2
2019-09-18 15:31:00,2
2019-09-18 15:37:00,1
2019-09-18 15:39:00,1
2019-09-18 15:40:00,1
2019-09-18 15:42:00,1
2019-09-18 15:43:00,1
2019-09-18 15:44:00,1
2019-09-18 15:45:00,2
2019-09-18 15:48:00,1
2019-09-18 15:53:00,1
2019-09-18 15:55:00,1
2019-09-18 15:56:00,1
2019-09-18 15:58:00,1
2019-09-18 15:59:00,1
2019-09-18 16:07:00,1
2019-09-18 16:08:00,1
2019-09-18 16:12:00,1
2019-09-18 16:13:00,1
2019-09-18 16:17:00,1
2019-09-18 16:18:00,1
2019-09-18 16:19:00,1
2019-09-18 16:20:00,1
2019-09-18 16:21:00,1
2019-09-18 16:23:00,1
2019-09-18 16:24:00,1
2019-09-18 16:25:00,1
2019-09-18 16:26:00,1
2019-09-18 16:27:00,1
2019-09-18 16:28:00,1
2019-09-18 16:34:00,1
2019-09-18 16:37:00,1
2019-09-18 16:38:00,1
2019-09-18 16:40:00,1
2019-09-18 16:46:00,2
2019-09-18 16:49:00,1
2019-09-18 16:50:00,1
2019-09-18 16:52:00,1
2019-09-18 16:56:00,2
2019-09-18 16:58:00,1
2019-09-18 17:02:00,1
2019-09-18 17:04:00,1
2019-09-18 17:08:00,1
2019-09-18 17:09:00,2
2019-09-18 17:22:00,2
2019-09-18 17:24:00,1
2019-09-18 17:25:00,1
2019-09-18 17:26:00,1
2019-09-18 17:27:00,1
2019-09-18 17:30:00,1
2019-09-18 17:32:00,1
2019-09-18 17:33:00,1
2019-09-18 17:37:00,1
2019-09-18 17:38:00,1
