3,"SELECT   g.ra, g.dec, g.specObjID into mydb.MyTable from specObjAll AS g WHERE   g.class = &&&"
2019-06-14 18:16:00,1
2019-06-14 18:37:00,1
2019-06-14 18:41:00,1
