24,select top # ObjID from SpecPhoto where (ABS(ra #)< # ) and (ABS(dec #)< # ) and (ABS(z #)< #)
2019-06-14 22:06:00,1
2019-06-14 22:27:00,1
2019-06-14 22:32:00,1
2019-06-14 22:33:00,3
2019-06-14 22:34:00,1
2019-06-14 22:35:00,2
2019-06-14 22:36:00,3
2019-06-14 22:37:00,1
2019-06-14 22:38:00,2
2019-06-14 22:39:00,1
2019-06-14 22:42:00,2
2019-06-14 22:43:00,3
2019-06-14 22:44:00,2
2019-06-14 22:45:00,1
