47,SELECT count(P.PetroMag_g) as num_QSOs
2019-06-14 20:18:00,3
2019-06-14 20:19:00,2
2019-06-14 20:20:00,2
2019-06-14 20:21:00,3
2019-06-14 20:22:00,3
2019-06-14 20:23:00,4
2019-06-14 20:24:00,4
2019-06-14 20:25:00,3
2019-06-14 20:26:00,3
2019-06-14 20:27:00,4
2019-06-14 20:28:00,4
2019-06-14 20:29:00,2
2019-06-14 20:30:00,4
2019-06-14 20:31:00,3
2019-06-14 20:32:00,3
