233,select * from dbo.fDocColumns(&&&)
2019-06-14 00:24:00,2
2019-06-14 00:29:00,1
2019-06-14 00:31:00,1
2019-06-14 00:32:00,2
2019-06-14 00:33:00,1
2019-06-14 00:53:00,2
2019-06-14 01:41:00,2
2019-06-14 02:17:00,1
2019-06-14 02:24:00,1
2019-06-14 02:25:00,2
2019-06-14 03:09:00,1
2019-06-14 03:19:00,1
2019-06-14 03:29:00,1
2019-06-14 03:36:00,1
2019-06-14 03:43:00,1
2019-06-14 04:25:00,2
2019-06-14 04:31:00,1
2019-06-14 04:42:00,1
2019-06-14 04:57:00,1
2019-06-14 04:58:00,1
2019-06-14 05:08:00,1
2019-06-14 05:26:00,1
2019-06-14 05:27:00,2
2019-06-14 05:28:00,1
2019-06-14 05:47:00,1
2019-06-14 06:23:00,1
2019-06-14 06:32:00,1
2019-06-14 06:47:00,1
2019-06-14 06:59:00,1
2019-06-14 07:18:00,1
2019-06-14 07:20:00,1
2019-06-14 07:22:00,1
2019-06-14 07:23:00,1
2019-06-14 07:47:00,1
2019-06-14 08:10:00,1
2019-06-14 08:16:00,1
2019-06-14 08:31:00,3
2019-06-14 08:41:00,1
2019-06-14 09:08:00,1
2019-06-14 09:20:00,1
2019-06-14 09:21:00,1
2019-06-14 09:22:00,1
2019-06-14 09:26:00,1
2019-06-14 09:29:00,1
2019-06-14 09:34:00,1
2019-06-14 09:35:00,1
2019-06-14 09:47:00,1
2019-06-14 09:54:00,1
2019-06-14 10:38:00,1
2019-06-14 10:56:00,1
2019-06-14 10:58:00,2
2019-06-14 11:02:00,1
2019-06-14 11:06:00,1
2019-06-14 11:07:00,1
2019-06-14 11:21:00,1
2019-06-14 11:30:00,4
2019-06-14 11:31:00,1
2019-06-14 11:39:00,2
2019-06-14 12:01:00,1
2019-06-14 12:02:00,1
2019-06-14 12:04:00,1
2019-06-14 12:11:00,1
2019-06-14 12:19:00,1
2019-06-14 12:35:00,1
2019-06-14 12:46:00,1
2019-06-14 12:52:00,1
2019-06-14 13:03:00,2
2019-06-14 13:07:00,1
2019-06-14 13:09:00,1
2019-06-14 13:11:00,1
2019-06-14 13:15:00,4
2019-06-14 13:30:00,2
2019-06-14 13:31:00,1
2019-06-14 13:32:00,2
2019-06-14 13:44:00,1
2019-06-14 13:51:00,1
2019-06-14 14:03:00,1
2019-06-14 14:06:00,1
2019-06-14 14:07:00,1
2019-06-14 14:13:00,1
2019-06-14 14:16:00,1
2019-06-14 14:17:00,1
2019-06-14 14:20:00,2
2019-06-14 14:21:00,1
2019-06-14 14:26:00,1
2019-06-14 14:32:00,1
2019-06-14 14:34:00,1
2019-06-14 14:35:00,2
2019-06-14 14:37:00,2
2019-06-14 14:38:00,1
2019-06-14 14:39:00,1
2019-06-14 14:42:00,1
2019-06-14 14:46:00,1
2019-06-14 14:59:00,1
2019-06-14 15:03:00,2
2019-06-14 15:06:00,2
2019-06-14 15:08:00,2
2019-06-14 15:10:00,2
2019-06-14 15:27:00,1
2019-06-14 15:33:00,2
2019-06-14 15:40:00,1
2019-06-14 15:45:00,1
2019-06-14 15:53:00,1
2019-06-14 15:59:00,3
2019-06-14 16:18:00,1
2019-06-14 16:19:00,4
2019-06-14 16:22:00,1
2019-06-14 16:23:00,1
2019-06-14 16:24:00,1
2019-06-14 16:25:00,1
2019-06-14 16:27:00,1
2019-06-14 16:35:00,1
2019-06-14 16:42:00,1
2019-06-14 16:48:00,1
2019-06-14 17:33:00,1
2019-06-14 17:44:00,2
2019-06-14 17:49:00,1
2019-06-14 17:50:00,2
2019-06-14 18:34:00,2
2019-06-14 18:35:00,1
2019-06-14 18:43:00,1
2019-06-14 18:48:00,2
2019-06-14 18:49:00,2
2019-06-14 19:24:00,2
2019-06-14 19:34:00,1
2019-06-14 20:15:00,1
2019-06-14 20:22:00,1
2019-06-14 20:27:00,1
2019-06-14 20:31:00,1
2019-06-14 20:36:00,1
2019-06-14 20:55:00,1
2019-06-14 21:00:00,4
2019-06-14 21:01:00,3
2019-06-14 21:02:00,4
2019-06-14 21:03:00,8
2019-06-14 21:04:00,3
2019-06-14 21:05:00,2
2019-06-14 21:06:00,1
2019-06-14 21:11:00,2
2019-06-14 21:12:00,2
2019-06-14 21:13:00,4
2019-06-14 21:14:00,1
2019-06-14 21:24:00,1
2019-06-14 21:34:00,2
2019-06-14 21:46:00,1
2019-06-14 21:54:00,1
2019-06-14 21:57:00,1
2019-06-14 21:58:00,2
2019-06-14 22:07:00,1
2019-06-14 22:08:00,1
2019-06-14 22:09:00,1
2019-06-14 22:10:00,3
2019-06-14 22:12:00,1
2019-06-14 22:26:00,2
2019-06-14 22:29:00,4
2019-06-14 22:30:00,1
2019-06-14 22:35:00,1
2019-06-14 22:49:00,1
2019-06-14 23:01:00,1
2019-06-14 23:03:00,1
2019-06-14 23:12:00,2
2019-06-14 23:42:00,1
