31,select * from fDocFunctionParams(&&&)
2019-06-09 01:03:00,1
2019-06-09 02:00:00,1
2019-06-09 02:01:00,1
2019-06-09 02:07:00,1
2019-06-09 03:46:00,1
2019-06-09 04:19:00,1
2019-06-09 04:23:00,1
2019-06-09 04:30:00,1
2019-06-09 04:47:00,1
2019-06-09 05:21:00,1
2019-06-09 06:11:00,1
2019-06-09 06:37:00,1
2019-06-09 06:54:00,1
2019-06-09 08:25:00,1
2019-06-09 09:01:00,1
2019-06-09 09:04:00,1
2019-06-09 12:15:00,1
2019-06-09 12:43:00,1
2019-06-09 13:02:00,1
2019-06-09 13:03:00,1
2019-06-09 14:09:00,1
2019-06-09 15:02:00,1
2019-06-09 15:05:00,1
2019-06-09 15:26:00,1
2019-06-09 16:53:00,1
2019-06-09 19:13:00,1
2019-06-09 21:23:00,1
2019-06-09 21:39:00,1
2019-06-09 21:41:00,1
2019-06-09 22:50:00,2
