760,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-06-09 15:10:00,7
2019-06-09 15:11:00,12
2019-06-09 15:12:00,13
2019-06-09 15:13:00,11
2019-06-09 15:14:00,14
2019-06-09 15:15:00,11
2019-06-09 15:16:00,14
2019-06-09 15:17:00,14
2019-06-09 15:18:00,11
2019-06-09 15:19:00,13
2019-06-09 15:20:00,13
2019-06-09 15:21:00,14
2019-06-09 15:22:00,16
2019-06-09 15:23:00,12
2019-06-09 15:24:00,13
2019-06-09 15:25:00,13
2019-06-09 15:26:00,12
2019-06-09 15:27:00,11
2019-06-09 15:28:00,13
2019-06-09 15:29:00,13
2019-06-09 15:30:00,13
2019-06-09 15:31:00,12
2019-06-09 15:32:00,12
2019-06-09 15:33:00,10
2019-06-09 15:34:00,13
2019-06-09 15:35:00,13
2019-06-09 15:36:00,10
2019-06-09 15:37:00,10
2019-06-09 15:38:00,11
2019-06-09 15:39:00,10
2019-06-09 15:40:00,10
2019-06-09 15:41:00,12
2019-06-09 15:42:00,11
2019-06-09 15:43:00,10
2019-06-09 15:44:00,11
2019-06-09 15:45:00,12
2019-06-09 15:46:00,11
2019-06-09 15:47:00,11
2019-06-09 15:48:00,10
2019-06-09 15:49:00,10
2019-06-09 15:50:00,11
2019-06-09 15:51:00,11
2019-06-09 15:52:00,12
2019-06-09 15:53:00,11
2019-06-09 15:54:00,12
2019-06-09 15:55:00,12
2019-06-09 15:56:00,14
2019-06-09 15:57:00,13
2019-06-09 15:58:00,11
2019-06-09 15:59:00,12
2019-06-09 16:00:00,11
2019-06-09 16:01:00,11
2019-06-09 16:02:00,10
2019-06-09 16:03:00,10
2019-06-09 16:04:00,12
2019-06-09 16:05:00,10
2019-06-09 16:06:00,13
2019-06-09 16:07:00,13
2019-06-09 16:08:00,12
2019-06-09 16:09:00,13
2019-06-09 16:10:00,12
2019-06-09 16:11:00,11
2019-06-09 16:12:00,14
2019-06-09 16:13:00,13
2019-06-09 16:14:00,4
