77,select * from Photoz where objid=#
2019-01-28 00:06:00,14
2019-01-28 00:07:00,5
2019-01-28 00:23:00,1
2019-01-28 01:13:00,1
2019-01-28 01:51:00,1
2019-01-28 03:50:00,1
2019-01-28 09:28:00,1
2019-01-28 10:22:00,1
2019-01-28 11:00:00,1
2019-01-28 12:24:00,1
2019-01-28 13:22:00,1
2019-01-28 13:23:00,1
2019-01-28 13:25:00,1
2019-01-28 14:49:00,2
2019-01-28 16:34:00,1
2019-01-28 16:35:00,3
2019-01-28 16:57:00,2
2019-01-28 17:15:00,1
2019-01-28 17:32:00,1
2019-01-28 20:18:00,17
2019-01-28 20:19:00,1
2019-01-28 20:31:00,10
2019-01-28 20:32:00,9
