2,"SELECT Z.objID, Z.z, Z.zErr, G.ra, G.dec, Z.absMag_r, Z.rest_gr from DR7.Photoz as Z, DR7.Galaxy as G WHERE Z.objID = G.Objid and Z.z != # and G.petromag_r-G.extinction_r < # and Z.z - Z.zErr < #"
2019-01-28 04:01:00,1
2019-01-28 04:03:00,1
