8,"SELECT p.objid,p.fiberMag_r,p.ra,p.dec, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, p.modelMagerr_u, p.modelMagerr_g, p.modelMagerr_r, p.modelMagerr_i, p.modelMagerr_z, p.petroMag_u, p.petroMag_g, p.petroMag_r, p.petroMag_i, p.petroMag_z, p.petroMagerr_u, p.petroMagerr_g, p.petroMagerr_r, p.petroMagerr_i, p.petroMagerr_z, p.camcol, p.extinction_g,p.extinction_i,p.extinction_r,p.extinction_u,p.extinction_z,p.field,p.rerun,p.run,p.petroRad_r,p.petroRaderr_r,p.deVRad_i,p.deVAB_i,p.expRad_i,p.expAB_i,p.deVPhi_i,p.expPhi_i into mydb.A0# FROM dbo.fGetNearbyObjEq(#, #, #) as b, PhotoObj as p WHERE b.objID = p.objID"
2019-01-28 01:38:00,1
2019-01-28 01:51:00,1
2019-01-28 01:59:00,1
2019-01-28 02:10:00,1
2019-01-28 02:15:00,1
2019-01-28 02:19:00,1
2019-01-28 02:23:00,1
2019-01-28 02:26:00,1
