181,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-01-28 01:21:00,8
2019-01-28 01:22:00,10
2019-01-28 01:23:00,11
2019-01-28 01:24:00,9
2019-01-28 01:25:00,9
2019-01-28 01:26:00,9
2019-01-28 01:27:00,11
2019-01-28 01:28:00,10
2019-01-28 01:29:00,10
2019-01-28 01:30:00,10
2019-01-28 01:31:00,11
2019-01-28 01:32:00,10
2019-01-28 01:33:00,11
2019-01-28 01:34:00,9
2019-01-28 01:35:00,9
2019-01-28 01:36:00,11
2019-01-28 01:37:00,10
2019-01-28 01:38:00,9
2019-01-28 01:39:00,4
