21,select * from PhotoObj where objId=#
2019-01-28 00:07:00,1
2019-01-28 00:31:00,1
2019-01-28 01:19:00,1
2019-01-28 02:26:00,1
2019-01-28 04:09:00,1
2019-01-28 05:21:00,1
2019-01-28 05:31:00,1
2019-01-28 06:21:00,1
2019-01-28 06:26:00,1
2019-01-28 07:55:00,1
2019-01-28 09:34:00,1
2019-01-28 10:50:00,1
2019-01-28 12:20:00,1
2019-01-28 13:24:00,1
2019-01-28 15:37:00,1
2019-01-28 16:14:00,1
2019-01-28 16:32:00,1
2019-01-28 17:41:00,1
2019-01-28 17:55:00,1
2019-01-28 18:55:00,1
2019-01-28 22:07:00,1
