6241,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-28 10:25:00,4
2019-01-28 10:26:00,12
2019-01-28 10:27:00,13
2019-01-28 10:28:00,13
2019-01-28 10:29:00,14
2019-01-28 10:30:00,13
2019-01-28 10:31:00,13
2019-01-28 10:32:00,14
2019-01-28 10:33:00,13
2019-01-28 10:34:00,13
2019-01-28 10:35:00,14
2019-01-28 10:36:00,13
2019-01-28 10:37:00,13
2019-01-28 10:38:00,13
2019-01-28 10:39:00,13
2019-01-28 10:40:00,13
2019-01-28 10:41:00,13
2019-01-28 10:42:00,13
2019-01-28 10:43:00,13
2019-01-28 10:44:00,14
2019-01-28 10:45:00,13
2019-01-28 10:46:00,13
2019-01-28 10:47:00,13
2019-01-28 10:48:00,14
2019-01-28 10:49:00,13
2019-01-28 10:50:00,19
2019-01-28 10:51:00,19
2019-01-28 10:52:00,14
2019-01-28 10:53:00,13
2019-01-28 10:54:00,14
2019-01-28 10:55:00,13
2019-01-28 10:56:00,19
2019-01-28 10:57:00,14
2019-01-28 10:58:00,13
2019-01-28 10:59:00,14
2019-01-28 11:00:00,19
2019-01-28 11:01:00,13
2019-01-28 11:02:00,4
2019-01-28 11:03:00,8
2019-01-28 11:04:00,44
2019-01-28 11:05:00,46
2019-01-28 11:06:00,47
2019-01-28 11:07:00,48
2019-01-28 11:08:00,51
2019-01-28 11:09:00,49
2019-01-28 11:10:00,47
2019-01-28 11:11:00,48
2019-01-28 11:12:00,46
2019-01-28 11:13:00,43
2019-01-28 11:14:00,48
2019-01-28 11:15:00,47
2019-01-28 11:16:00,38
2019-01-28 11:17:00,37
2019-01-28 11:18:00,19
2019-01-28 11:19:00,1
2019-01-28 11:20:00,29
2019-01-28 11:25:00,20
2019-01-28 11:26:00,41
2019-01-28 11:27:00,11
2019-01-28 11:28:00,17
2019-01-28 11:29:00,22
2019-01-28 11:30:00,13
2019-01-28 11:31:00,12
2019-01-28 11:32:00,24
2019-01-28 11:33:00,37
2019-01-28 11:34:00,13
2019-01-28 11:35:00,12
2019-01-28 11:36:00,12
2019-01-28 11:37:00,27
2019-01-28 11:38:00,28
2019-01-28 11:39:00,11
2019-01-28 11:40:00,11
2019-01-28 11:41:00,11
2019-01-28 11:42:00,31
2019-01-28 11:43:00,26
2019-01-28 11:44:00,11
2019-01-28 11:45:00,21
2019-01-28 11:46:00,11
2019-01-28 11:47:00,12
2019-01-28 11:48:00,10
2019-01-28 11:49:00,11
2019-01-28 11:50:00,41
2019-01-28 11:51:00,12
2019-01-28 11:52:00,11
2019-01-28 11:53:00,13
2019-01-28 11:54:00,39
2019-01-28 11:55:00,17
2019-01-28 11:56:00,12
2019-01-28 11:57:00,13
2019-01-28 11:58:00,12
2019-01-28 11:59:00,30
2019-01-28 12:00:00,24
2019-01-28 12:01:00,21
2019-01-28 12:02:00,20
2019-01-28 12:03:00,16
2019-01-28 12:04:00,16
2019-01-28 12:05:00,12
2019-01-28 12:06:00,12
2019-01-28 12:07:00,28
2019-01-28 12:08:00,29
2019-01-28 12:09:00,3
2019-01-28 13:00:00,18
2019-01-28 13:01:00,48
2019-01-28 13:02:00,42
2019-01-28 13:03:00,48
2019-01-28 13:04:00,48
2019-01-28 13:05:00,54
2019-01-28 13:06:00,45
2019-01-28 13:07:00,42
2019-01-28 13:08:00,3
2019-01-28 13:52:00,6
2019-01-28 13:58:00,3
2019-01-28 13:59:00,3
2019-01-28 14:00:00,29
2019-01-28 14:01:00,7
2019-01-28 14:03:00,21
2019-01-28 14:04:00,6
2019-01-28 14:06:00,6
2019-01-28 14:07:00,12
2019-01-28 14:08:00,38
2019-01-28 14:09:00,53
2019-01-28 14:10:00,44
2019-01-28 14:11:00,44
2019-01-28 14:12:00,39
2019-01-28 14:13:00,37
