2288,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-01-28 20:10:00,40
2019-01-28 20:11:00,48
2019-01-28 20:12:00,43
2019-01-28 20:13:00,43
2019-01-28 20:14:00,41
2019-01-28 20:15:00,39
2019-01-28 20:16:00,35
2019-01-28 20:17:00,35
2019-01-28 20:18:00,34
2019-01-28 20:19:00,36
2019-01-28 20:20:00,34
2019-01-28 20:21:00,34
2019-01-28 20:22:00,32
2019-01-28 20:23:00,33
2019-01-28 20:24:00,31
2019-01-28 20:25:00,29
2019-01-28 20:26:00,31
2019-01-28 20:27:00,28
2019-01-28 20:28:00,28
2019-01-28 20:29:00,29
2019-01-28 20:30:00,26
2019-01-28 20:31:00,26
2019-01-28 20:32:00,26
2019-01-28 20:33:00,25
2019-01-28 20:34:00,26
2019-01-28 20:35:00,24
2019-01-28 20:36:00,23
2019-01-28 20:37:00,21
2019-01-28 20:38:00,23
2019-01-28 20:39:00,23
2019-01-28 20:40:00,23
2019-01-28 20:41:00,22
2019-01-28 20:42:00,22
2019-01-28 20:43:00,21
2019-01-28 20:44:00,22
2019-01-28 20:45:00,22
2019-01-28 20:46:00,21
2019-01-28 20:47:00,21
2019-01-28 20:48:00,21
2019-01-28 20:49:00,22
2019-01-28 20:50:00,19
2019-01-28 20:51:00,20
2019-01-28 20:52:00,18
2019-01-28 20:53:00,19
2019-01-28 20:54:00,19
2019-01-28 20:55:00,19
2019-01-28 20:56:00,18
2019-01-28 20:57:00,18
2019-01-28 20:58:00,18
2019-01-28 20:59:00,19
2019-01-28 21:00:00,18
2019-01-28 21:01:00,19
2019-01-28 21:02:00,18
2019-01-28 21:03:00,18
2019-01-28 21:04:00,19
2019-01-28 21:05:00,18
2019-01-28 21:06:00,12
2019-01-28 21:07:00,18
2019-01-28 21:08:00,18
2019-01-28 21:09:00,17
2019-01-28 21:10:00,18
2019-01-28 21:11:00,17
2019-01-28 21:12:00,17
2019-01-28 21:13:00,17
2019-01-28 21:14:00,17
2019-01-28 21:15:00,16
2019-01-28 21:16:00,16
2019-01-28 21:17:00,17
2019-01-28 21:18:00,16
2019-01-28 21:19:00,15
2019-01-28 21:20:00,16
2019-01-28 21:21:00,16
2019-01-28 21:22:00,16
2019-01-28 21:23:00,16
2019-01-28 21:24:00,17
2019-01-28 21:25:00,15
2019-01-28 21:26:00,14
2019-01-28 21:27:00,14
2019-01-28 21:28:00,15
2019-01-28 21:29:00,16
2019-01-28 21:30:00,15
2019-01-28 21:31:00,16
2019-01-28 21:32:00,15
2019-01-28 21:33:00,14
2019-01-28 21:34:00,15
2019-01-28 21:35:00,16
2019-01-28 21:36:00,16
2019-01-28 21:37:00,15
2019-01-28 21:38:00,16
2019-01-28 21:39:00,16
2019-01-28 21:40:00,16
2019-01-28 21:41:00,16
2019-01-28 21:42:00,15
2019-01-28 21:43:00,15
2019-01-28 21:44:00,14
2019-01-28 21:45:00,14
2019-01-28 21:46:00,14
2019-01-28 21:47:00,14
2019-01-28 21:48:00,14
2019-01-28 21:49:00,15
2019-01-28 21:50:00,14
2019-01-28 21:51:00,15
2019-01-28 21:52:00,13
2019-01-28 21:53:00,14
2019-01-28 21:54:00,14
2019-01-28 21:55:00,13
2019-01-28 21:56:00,13
2019-01-28 21:57:00,15
2019-01-28 21:58:00,14
2019-01-28 21:59:00,13
2019-01-28 22:00:00,3
