110,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-01-28 07:01:00,1
2019-01-28 08:01:00,3
2019-01-28 08:02:00,12
2019-01-28 08:31:00,3
2019-01-28 10:03:00,2
2019-01-28 11:01:00,1
2019-01-28 11:02:00,2
2019-01-28 11:33:00,1
2019-01-28 11:34:00,7
2019-01-28 12:01:00,5
2019-01-28 12:02:00,9
2019-01-28 12:32:00,5
2019-01-28 13:01:00,4
2019-01-28 13:02:00,1
2019-01-28 14:03:00,21
2019-01-28 14:04:00,1
2019-01-28 14:32:00,4
2019-01-28 15:02:00,8
2019-01-28 15:03:00,7
2019-01-28 15:33:00,6
2019-01-28 16:02:00,4
2019-01-28 19:31:00,1
2019-01-28 20:31:00,1
2019-01-28 22:01:00,1
