74,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&'<a target=INFO href=http://skyserver.sdss.org/DR1#/en/tools/explore/obj.aspx?id=&&& + cast(x.objId as varchar(#)) + &&&>&&&+ cast(x.objId as varchar(#)) + &&&</a>&&& as objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field,  dbo.fPhotoTypeN(p.type) as type,  p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z  FROM #upload u  JOIN #x x ON x.up_id = u.up_id  JOIN PhotoTag p ON p.objID = x.objID  ORDER BY x.up_id  &&&#', @log=#, @filter=#"
2019-01-28 06:38:00,1
2019-01-28 06:43:00,1
2019-01-28 06:44:00,1
2019-01-28 09:29:00,1
2019-01-28 09:33:00,1
2019-01-28 09:35:00,1
2019-01-28 09:42:00,1
2019-01-28 09:44:00,1
2019-01-28 09:48:00,1
2019-01-28 09:58:00,1
2019-01-28 09:59:00,2
2019-01-28 10:01:00,1
2019-01-28 10:02:00,1
2019-01-28 10:03:00,1
2019-01-28 10:07:00,1
2019-01-28 10:09:00,2
2019-01-28 10:10:00,1
2019-01-28 10:11:00,1
2019-01-28 10:34:00,1
2019-01-28 10:35:00,1
2019-01-28 10:36:00,1
2019-01-28 10:40:00,1
2019-01-28 10:43:00,1
2019-01-28 10:44:00,1
2019-01-28 10:48:00,1
2019-01-28 10:49:00,1
2019-01-28 10:50:00,2
2019-01-28 10:51:00,1
2019-01-28 10:52:00,1
2019-01-28 10:59:00,1
2019-01-28 12:32:00,1
2019-01-28 13:46:00,1
2019-01-28 14:12:00,1
2019-01-28 14:53:00,1
2019-01-28 16:40:00,1
2019-01-28 17:04:00,1
2019-01-28 17:05:00,1
2019-01-28 17:07:00,1
2019-01-28 17:08:00,1
2019-01-28 17:11:00,1
2019-01-28 17:13:00,2
2019-01-28 17:15:00,1
2019-01-28 17:16:00,1
2019-01-28 17:22:00,1
2019-01-28 17:24:00,1
2019-01-28 17:26:00,1
2019-01-28 17:29:00,1
2019-01-28 17:30:00,1
2019-01-28 17:31:00,1
2019-01-28 17:32:00,1
2019-01-28 17:36:00,1
2019-01-28 19:01:00,1
2019-01-28 19:04:00,3
2019-01-28 19:09:00,1
2019-01-28 19:10:00,1
2019-01-28 19:11:00,1
2019-01-28 19:12:00,1
2019-01-28 19:13:00,1
2019-01-28 19:14:00,1
2019-01-28 19:15:00,2
2019-01-28 19:21:00,1
2019-01-28 19:22:00,1
2019-01-28 20:24:00,1
2019-01-28 20:25:00,1
2019-01-28 20:44:00,1
2019-01-28 20:50:00,1
2019-01-28 20:53:00,1
