95,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-01-28 05:22:00,1
2019-01-28 05:24:00,1
2019-01-28 05:46:00,1
2019-01-28 07:35:00,1
2019-01-28 08:37:00,5
2019-01-28 09:15:00,4
2019-01-28 09:16:00,1
2019-01-28 09:17:00,1
2019-01-28 09:29:00,2
2019-01-28 10:17:00,4
2019-01-28 10:37:00,3
2019-01-28 11:52:00,7
2019-01-28 12:10:00,1
2019-01-28 12:11:00,1
2019-01-28 12:13:00,1
2019-01-28 12:21:00,5
2019-01-28 13:05:00,1
2019-01-28 13:06:00,2
2019-01-28 13:07:00,3
2019-01-28 13:09:00,3
2019-01-28 13:10:00,2
2019-01-28 13:11:00,2
2019-01-28 13:12:00,2
2019-01-28 13:13:00,3
2019-01-28 13:14:00,2
2019-01-28 13:15:00,3
2019-01-28 13:16:00,2
2019-01-28 13:17:00,3
2019-01-28 13:18:00,1
2019-01-28 13:37:00,7
2019-01-28 13:38:00,7
2019-01-28 15:33:00,1
2019-01-28 15:45:00,1
2019-01-28 17:01:00,1
2019-01-28 17:52:00,1
2019-01-28 17:53:00,1
2019-01-28 19:35:00,1
2019-01-28 19:36:00,1
2019-01-28 19:38:00,1
2019-01-28 19:52:00,2
2019-01-28 21:11:00,2
2019-01-28 21:49:00,1
