99,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-07-08 00:35:00,1
2019-07-08 00:39:00,1
2019-07-08 00:41:00,3
2019-07-08 01:03:00,1
2019-07-08 01:12:00,1
2019-07-08 01:23:00,1
2019-07-08 01:55:00,1
2019-07-08 02:23:00,1
2019-07-08 02:26:00,1
2019-07-08 03:36:00,1
2019-07-08 04:43:00,1
2019-07-08 04:50:00,1
2019-07-08 05:05:00,1
2019-07-08 05:09:00,1
2019-07-08 05:20:00,1
2019-07-08 05:22:00,5
2019-07-08 06:50:00,1
2019-07-08 06:52:00,1
2019-07-08 07:00:00,1
2019-07-08 10:23:00,1
2019-07-08 10:45:00,1
2019-07-08 10:49:00,1
2019-07-08 10:50:00,1
2019-07-08 10:56:00,2
2019-07-08 12:02:00,1
2019-07-08 12:04:00,1
2019-07-08 12:06:00,1
2019-07-08 12:57:00,2
2019-07-08 14:29:00,1
2019-07-08 14:54:00,1
2019-07-08 15:10:00,1
2019-07-08 15:11:00,1
2019-07-08 15:36:00,2
2019-07-08 15:37:00,1
2019-07-08 15:44:00,1
2019-07-08 16:37:00,1
2019-07-08 16:39:00,1
2019-07-08 16:40:00,1
2019-07-08 17:25:00,1
2019-07-08 17:26:00,4
2019-07-08 17:52:00,1
2019-07-08 18:23:00,3
2019-07-08 18:24:00,1
2019-07-08 18:36:00,1
2019-07-08 20:08:00,1
2019-07-08 20:10:00,1
2019-07-08 20:12:00,1
2019-07-08 20:16:00,1
2019-07-08 20:24:00,1
2019-07-08 20:25:00,1
2019-07-08 20:35:00,2
2019-07-08 20:36:00,1
2019-07-08 20:39:00,1
2019-07-08 20:42:00,1
2019-07-08 20:46:00,1
2019-07-08 20:47:00,1
2019-07-08 21:02:00,5
2019-07-08 21:03:00,1
2019-07-08 21:07:00,1
2019-07-08 21:14:00,1
2019-07-08 21:15:00,1
2019-07-08 21:17:00,2
2019-07-08 21:18:00,3
2019-07-08 21:21:00,1
2019-07-08 21:27:00,1
2019-07-08 21:28:00,1
2019-07-08 21:40:00,1
2019-07-08 21:41:00,1
2019-07-08 21:44:00,1
2019-07-08 21:49:00,1
2019-07-08 21:52:00,2
2019-07-08 21:57:00,1
2019-07-08 22:03:00,2
2019-07-08 23:15:00,1
2019-07-08 23:43:00,1
