4,"select z as redshift, ra, dec, bestObjID, suvey, designID, plate, FiberID into mydb.MyTable1 from specObj where     z > # and z <= #     and zWarning = #"
2019-07-08 01:12:00,2
2019-07-08 01:13:00,2
