179,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-08 07:31:00,1
2019-07-08 09:01:00,2
2019-07-08 09:02:00,1
2019-07-08 09:30:00,1
2019-07-08 09:31:00,1
2019-07-08 09:32:00,1
2019-07-08 09:33:00,1
2019-07-08 09:34:00,1
2019-07-08 09:35:00,6
2019-07-08 09:36:00,1
2019-07-08 09:37:00,1
2019-07-08 09:38:00,1
2019-07-08 09:39:00,1
2019-07-08 10:01:00,1
2019-07-08 10:02:00,1
2019-07-08 10:31:00,2
2019-07-08 10:33:00,2
2019-07-08 10:34:00,1
2019-07-08 10:35:00,23
2019-07-08 10:36:00,1
2019-07-08 10:37:00,2
2019-07-08 10:38:00,1
2019-07-08 10:39:00,1
2019-07-08 10:40:00,1
2019-07-08 10:42:00,1
2019-07-08 10:43:00,1
2019-07-08 10:44:00,1
2019-07-08 10:45:00,1
2019-07-08 10:46:00,1
2019-07-08 10:47:00,1
2019-07-08 10:48:00,1
2019-07-08 10:49:00,1
2019-07-08 10:50:00,1
2019-07-08 10:51:00,1
2019-07-08 10:52:00,1
2019-07-08 10:53:00,1
2019-07-08 10:54:00,1
2019-07-08 10:55:00,1
2019-07-08 10:56:00,1
2019-07-08 10:57:00,1
2019-07-08 10:58:00,1
2019-07-08 11:01:00,1
2019-07-08 11:02:00,2
2019-07-08 11:03:00,1
2019-07-08 11:31:00,1
2019-07-08 11:32:00,1
2019-07-08 11:33:00,1
2019-07-08 11:34:00,1
2019-07-08 11:35:00,26
2019-07-08 11:36:00,1
2019-07-08 11:37:00,1
2019-07-08 11:38:00,1
2019-07-08 11:39:00,1
2019-07-08 11:40:00,1
2019-07-08 11:41:00,1
2019-07-08 11:42:00,1
2019-07-08 11:43:00,2
2019-07-08 11:44:00,1
2019-07-08 11:45:00,1
2019-07-08 11:46:00,1
2019-07-08 11:47:00,1
2019-07-08 11:48:00,1
2019-07-08 11:49:00,1
2019-07-08 11:50:00,1
2019-07-08 11:51:00,1
2019-07-08 11:52:00,1
2019-07-08 11:53:00,2
2019-07-08 11:54:00,1
2019-07-08 11:55:00,1
2019-07-08 11:56:00,1
2019-07-08 11:57:00,1
2019-07-08 12:01:00,1
2019-07-08 12:31:00,1
2019-07-08 12:32:00,2
2019-07-08 12:33:00,1
2019-07-08 12:34:00,1
2019-07-08 12:35:00,4
2019-07-08 12:36:00,1
2019-07-08 12:37:00,1
2019-07-08 13:30:00,1
2019-07-08 13:31:00,1
2019-07-08 13:32:00,1
2019-07-08 13:33:00,1
2019-07-08 13:34:00,1
2019-07-08 13:35:00,2
2019-07-08 14:01:00,1
2019-07-08 14:02:00,1
2019-07-08 14:03:00,2
2019-07-08 14:04:00,1
2019-07-08 14:05:00,3
2019-07-08 14:06:00,1
2019-07-08 14:31:00,1
2019-07-08 14:32:00,1
2019-07-08 14:33:00,2
2019-07-08 14:34:00,1
2019-07-08 14:35:00,7
2019-07-08 14:36:00,1
2019-07-08 14:37:00,1
2019-07-08 14:38:00,1
2019-07-08 14:39:00,1
2019-07-08 14:40:00,1
2019-07-08 15:31:00,1
2019-07-08 15:32:00,1
2019-07-08 15:33:00,1
2019-07-08 18:31:00,1
