1275,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-03-26 00:00:00,6
2019-03-26 00:01:00,9
2019-03-26 00:02:00,5
2019-03-26 00:03:00,8
2019-03-26 00:04:00,1
2019-03-26 00:05:00,4
2019-03-26 00:06:00,3
2019-03-26 00:07:00,6
2019-03-26 00:08:00,2
2019-03-26 00:11:00,1
2019-03-26 00:12:00,1
2019-03-26 00:14:00,1
2019-03-26 00:15:00,3
2019-03-26 00:16:00,9
2019-03-26 00:17:00,12
2019-03-26 00:18:00,11
2019-03-26 00:19:00,9
2019-03-26 00:20:00,8
2019-03-26 00:21:00,7
2019-03-26 00:22:00,2
2019-03-26 00:23:00,2
2019-03-26 00:24:00,1
2019-03-26 00:25:00,3
2019-03-26 00:26:00,4
2019-03-26 00:27:00,4
2019-03-26 00:28:00,7
2019-03-26 00:29:00,6
2019-03-26 00:30:00,8
2019-03-26 00:31:00,9
2019-03-26 00:32:00,4
2019-03-26 00:33:00,2
2019-03-26 00:34:00,3
2019-03-26 00:35:00,1
2019-03-26 00:36:00,4
2019-03-26 00:37:00,5
2019-03-26 00:38:00,6
2019-03-26 00:39:00,10
2019-03-26 00:40:00,8
2019-03-26 00:41:00,7
2019-03-26 00:42:00,8
2019-03-26 00:43:00,5
2019-03-26 00:44:00,12
2019-03-26 00:45:00,6
2019-03-26 00:46:00,11
2019-03-26 00:47:00,19
2019-03-26 00:48:00,12
2019-03-26 00:49:00,16
2019-03-26 00:50:00,17
2019-03-26 00:51:00,15
2019-03-26 00:52:00,11
2019-03-26 00:53:00,13
2019-03-26 00:54:00,9
2019-03-26 00:55:00,13
2019-03-26 00:56:00,8
2019-03-26 00:57:00,10
2019-03-26 00:58:00,12
2019-03-26 00:59:00,15
2019-03-26 01:00:00,21
2019-03-26 01:01:00,22
2019-03-26 01:02:00,20
2019-03-26 01:03:00,13
2019-03-26 01:04:00,9
2019-03-26 01:05:00,12
2019-03-26 01:06:00,12
2019-03-26 01:07:00,3
2019-03-26 01:08:00,3
2019-03-26 01:09:00,5
2019-03-26 01:10:00,1
2019-03-26 01:12:00,1
2019-03-26 01:13:00,4
2019-03-26 01:14:00,7
2019-03-26 01:15:00,5
2019-03-26 01:16:00,9
2019-03-26 01:17:00,8
2019-03-26 01:18:00,16
2019-03-26 01:19:00,17
2019-03-26 01:20:00,16
2019-03-26 01:21:00,15
2019-03-26 01:22:00,14
2019-03-26 01:23:00,12
2019-03-26 01:24:00,12
2019-03-26 01:25:00,7
2019-03-26 01:26:00,2
2019-03-26 01:27:00,3
2019-03-26 01:30:00,3
2019-03-26 01:31:00,1
2019-03-26 01:33:00,1
2019-03-26 01:36:00,1
2019-03-26 01:37:00,2
2019-03-26 02:18:00,2
2019-03-26 02:19:00,3
2019-03-26 02:20:00,1
2019-03-26 02:22:00,1
2019-03-26 02:34:00,1
2019-03-26 02:35:00,3
2019-03-26 02:37:00,1
2019-03-26 02:38:00,1
2019-03-26 02:42:00,1
2019-03-26 02:43:00,2
2019-03-26 02:44:00,4
2019-03-26 02:46:00,2
2019-03-26 02:47:00,2
2019-03-26 02:48:00,1
2019-03-26 03:15:00,1
2019-03-26 04:40:00,1
2019-03-26 04:41:00,3
2019-03-26 04:42:00,3
2019-03-26 04:43:00,3
2019-03-26 04:44:00,3
2019-03-26 04:45:00,3
2019-03-26 04:47:00,1
2019-03-26 05:16:00,1
2019-03-26 05:18:00,2
2019-03-26 05:19:00,4
2019-03-26 05:20:00,7
2019-03-26 05:21:00,6
2019-03-26 05:22:00,8
2019-03-26 05:23:00,12
2019-03-26 05:24:00,14
2019-03-26 05:25:00,8
2019-03-26 05:26:00,7
2019-03-26 05:27:00,10
2019-03-26 05:28:00,10
2019-03-26 05:29:00,6
2019-03-26 05:30:00,5
2019-03-26 05:31:00,8
2019-03-26 05:32:00,4
2019-03-26 05:33:00,11
2019-03-26 05:34:00,3
2019-03-26 05:35:00,5
2019-03-26 05:36:00,7
2019-03-26 05:37:00,9
2019-03-26 05:38:00,12
2019-03-26 05:39:00,13
2019-03-26 05:40:00,11
2019-03-26 05:41:00,11
2019-03-26 05:42:00,9
2019-03-26 05:43:00,12
2019-03-26 05:44:00,9
2019-03-26 05:45:00,5
2019-03-26 05:46:00,7
2019-03-26 05:47:00,8
2019-03-26 05:48:00,19
2019-03-26 05:49:00,21
2019-03-26 05:50:00,37
2019-03-26 05:51:00,32
2019-03-26 05:52:00,28
2019-03-26 05:53:00,14
2019-03-26 05:54:00,13
2019-03-26 05:55:00,9
2019-03-26 05:56:00,10
2019-03-26 05:57:00,15
2019-03-26 05:58:00,10
2019-03-26 05:59:00,7
2019-03-26 06:00:00,5
2019-03-26 06:01:00,5
2019-03-26 06:02:00,6
2019-03-26 06:03:00,2
2019-03-26 06:06:00,1
2019-03-26 06:07:00,3
2019-03-26 06:08:00,3
2019-03-26 06:10:00,3
2019-03-26 06:11:00,3
2019-03-26 06:12:00,3
2019-03-26 06:13:00,4
2019-03-26 06:14:00,8
2019-03-26 06:15:00,2
2019-03-26 06:16:00,4
2019-03-26 06:17:00,10
2019-03-26 06:18:00,7
2019-03-26 06:19:00,5
2019-03-26 06:20:00,4
2019-03-26 06:21:00,1
2019-03-26 06:22:00,1
2019-03-26 06:23:00,1
2019-03-26 06:24:00,1
