39,"SELECT TOP #   objID, ra ,dec   FROM   PhotoObjAll"
2019-03-26 20:25:00,1
2019-03-26 20:26:00,2
2019-03-26 20:43:00,1
2019-03-26 20:44:00,6
2019-03-26 20:46:00,1
2019-03-26 20:47:00,1
2019-03-26 20:51:00,1
2019-03-26 21:01:00,1
2019-03-26 21:02:00,2
2019-03-26 21:03:00,10
2019-03-26 21:04:00,10
2019-03-26 21:05:00,1
2019-03-26 21:07:00,1
2019-03-26 21:40:00,1
