2,"SELECT   p.objID as ID, (s.z*#+#*(SIN(#*p.b/#)*SIN(#)+COS(#*p.b/#)*COS(#)*COS(#*p.l/#-#)))/# as redshift,   p.ra,p.dec,p.dered_g-p.dered_i as g_i, (p.cModelMag_i-#*g.e_bv_sfd)#*log1#(#E+#*((s.z*#+#*(SIN(#*p.b/#)*SIN(#)+COS(#*p.b/#)*COS(#)*COS(#*p.l/#-#)))/#)) as M_i,   p.fracDeV_r,p.expAB_r,   power(#,e.sfr_fib_p5#) as sfr_fib_#,power(#,e.sfr_fib_p2p5) as sfr_fib_#_#,power(#,e.sfr_fib_p1#) as sfr_#,power(#,e.sfr_fib_p8#) as sfr_#, power(#,e.sfr_fib_p9#p5) as sfr_#_#, e.sfr_fib_entropy, power(#,e.sfr_fib_entropy) as sfr_fib_entropy,   power(#,e.sfr_tot_p5#) as sfr_tot_#,power(#,e.sfr_tot_p2p5) as sfr_tot_#_#,power(#,e.sfr_tot_p1#) as sfr_#,power(#,e.sfr_tot_p8#) as sfr_#, power(#,e.sfr_tot_p9#p5) as sfr_#_#, e.sfr_tot_entropy, power(#,e.sfr_tot_entropy) as sfr_tot_entropy,   (power(#,e.lgm_fib_p5#))E-# as M_#, (power(#,e.lgm_fib_(p2(p5))E-# as M_#_#,(power(#,e.lgm_fib_(p1#))E-# as M_#,(power(#,e.lgm_fib_(p8#))E-# as M_#, (power(#,e.lgm_fib_(p9#(p5))E-# as M_#_# into mydb.matchF0# from specObjall s JOIN PhotoObjAll p on s.bestobjID=p.objID     JOIN galSpecInfo g on g.specObjID=s.specObjID   Join galSpecIndx a on a.specobjID=g.specobjID   Join Galaxy x on x.objid=p.objid   Join galSpecExtra e on e.specobjid=g.specobjid   Join galSpecIndx b on b.specobjid=g.specobjid   Join platex d on d.plateid=s.plateid WHERE   (p.cModelMag_i-#*g.e_bv_sfd)#*log1#(#E+#*((s.z*#+#*(SIN(#*p.b/#)*SIN(#)+COS(#*p.b/#)*COS(#)*COS(#*p.l/#-#)))/#)) between # and #   AND (s.z*#+#*(SIN(#*p.b/#)*SIN(#)+COS(#*p.b/#)*COS(#)*COS(#*p.l/#-#)))/# Between # and #   AND p.dered_g-p.dered_r Between # and #   AND d.platequality=&&&   AND s.survey=&&&   AND s.programname=&&&   AND g.primtarget=#   AND (p.flags_r & #) = #   AND (p.flags_r & #) = #    AND (p.flags_r & #) = #   AND (p.flags_r & #) = #  AND (p.flags_r & #) = #    AND (p.flags_r & #) = #   AND (p.flags_r & #) = #  AND (p.flags_r & #) = #    AND (p.flags_r & #) = #    AND (p.flags_r & #) = #  AND (p.flags_r & #) = #  AND (p.flags_r & #) = #  AND (p.flags_r & #) = #  AND (p.flags_r & #) = #  AND (p.flags_r & #) = #  AND (p.flags_r & #) = #    AND (p.flags_r & #) = #     and g.z_warning=#     And p.cModelMagErr_g<#     And p.cModelMagErr_r<#"
2019-03-26 17:25:00,1
2019-03-26 17:26:00,1
