316,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-26 04:35:00,1
2019-03-26 04:40:00,1
2019-03-26 04:45:00,1
2019-03-26 04:55:00,1
2019-03-26 05:00:00,1
2019-03-26 06:55:00,8
2019-03-26 07:00:00,3
2019-03-26 08:05:00,9
2019-03-26 08:50:00,2
2019-03-26 08:55:00,1
2019-03-26 10:01:00,1
2019-03-26 11:05:00,5
2019-03-26 11:35:00,1
2019-03-26 11:40:00,1
2019-03-26 11:55:00,24
2019-03-26 11:56:00,23
2019-03-26 11:57:00,16
2019-03-26 11:58:00,24
2019-03-26 12:00:00,15
2019-03-26 12:01:00,21
2019-03-26 12:02:00,17
2019-03-26 12:03:00,16
2019-03-26 12:04:00,4
2019-03-26 12:05:00,18
2019-03-26 12:06:00,22
2019-03-26 12:07:00,4
2019-03-26 12:10:00,10
2019-03-26 12:45:00,13
2019-03-26 12:50:00,10
2019-03-26 13:05:00,3
2019-03-26 13:10:00,2
2019-03-26 13:31:00,1
2019-03-26 13:40:00,1
2019-03-26 13:45:00,1
2019-03-26 14:35:00,5
2019-03-26 14:40:00,1
2019-03-26 15:35:00,2
2019-03-26 17:00:00,1
2019-03-26 18:45:00,15
2019-03-26 18:50:00,9
2019-03-26 23:45:00,1
2019-03-26 23:50:00,1
