5,"select s.objid, s.ra, s.dec, s.g, s.r, s.g - s.r from star s, dbo.fGetNearbyObjEq(#,#,#) n where s.objid = n.objid"
2019-03-26 00:45:00,1
2019-03-26 22:52:00,1
2019-03-26 23:15:00,1
2019-03-26 23:20:00,1
2019-03-26 23:26:00,1
