8,"select top # p.objid, p.ra, p.dec, s.z as redshift from galaxy p, specobj s where p.objid=s.bestobjid and (p.u BETWEEN # AND #)  and s.z BETWEEN # AND #"
2019-03-26 08:08:00,2
2019-03-26 08:09:00,3
2019-03-26 08:10:00,2
2019-03-26 08:11:00,1
