40,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-26 03:56:00,1
2019-03-26 03:57:00,1
2019-03-26 13:25:00,1
2019-03-26 13:26:00,1
2019-03-26 13:27:00,1
2019-03-26 13:31:00,1
2019-03-26 13:37:00,1
2019-03-26 13:56:00,1
2019-03-26 13:57:00,1
2019-03-26 13:58:00,1
2019-03-26 13:59:00,1
2019-03-26 14:00:00,1
2019-03-26 14:01:00,1
2019-03-26 14:02:00,1
2019-03-26 14:53:00,1
2019-03-26 15:44:00,1
2019-03-26 15:45:00,1
2019-03-26 16:12:00,2
2019-03-26 16:13:00,2
2019-03-26 16:14:00,1
2019-03-26 16:15:00,1
2019-03-26 16:18:00,1
2019-03-26 16:20:00,1
2019-03-26 16:42:00,1
2019-03-26 16:43:00,2
2019-03-26 16:44:00,1
2019-03-26 16:45:00,1
2019-03-26 16:48:00,1
2019-03-26 17:01:00,1
2019-03-26 17:08:00,1
2019-03-26 17:18:00,1
2019-03-26 17:22:00,1
2019-03-26 19:36:00,2
2019-03-26 20:39:00,1
2019-03-26 20:40:00,1
2019-03-26 23:53:00,1
