160,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-26 00:06:00,1
2019-03-26 00:15:00,1
2019-03-26 00:25:00,2
2019-03-26 00:27:00,1
2019-03-26 00:34:00,1
2019-03-26 00:44:00,1
2019-03-26 00:53:00,1
2019-03-26 01:03:00,1
2019-03-26 01:12:00,1
2019-03-26 01:22:00,1
2019-03-26 01:31:00,1
2019-03-26 01:40:00,1
2019-03-26 01:50:00,1
2019-03-26 01:59:00,1
2019-03-26 02:09:00,1
2019-03-26 02:18:00,1
2019-03-26 02:28:00,1
2019-03-26 02:37:00,1
2019-03-26 02:47:00,1
2019-03-26 02:56:00,1
2019-03-26 03:06:00,1
2019-03-26 03:15:00,1
2019-03-26 03:25:00,1
2019-03-26 03:34:00,1
2019-03-26 03:44:00,1
2019-03-26 03:53:00,1
2019-03-26 04:02:00,1
2019-03-26 04:12:00,1
2019-03-26 04:21:00,1
2019-03-26 04:29:00,1
2019-03-26 04:31:00,1
2019-03-26 04:40:00,1
2019-03-26 04:50:00,1
2019-03-26 04:59:00,1
2019-03-26 05:09:00,1
2019-03-26 05:18:00,1
2019-03-26 05:28:00,1
2019-03-26 05:37:00,1
2019-03-26 05:47:00,1
2019-03-26 05:56:00,1
2019-03-26 06:06:00,1
2019-03-26 06:15:00,1
2019-03-26 06:24:00,1
2019-03-26 06:25:00,1
2019-03-26 06:43:00,1
2019-03-26 06:53:00,1
2019-03-26 07:02:00,1
2019-03-26 08:47:00,1
2019-03-26 08:56:00,1
2019-03-26 09:05:00,1
2019-03-26 09:15:00,1
2019-03-26 09:36:00,1
2019-03-26 09:46:00,1
2019-03-26 09:53:00,1
2019-03-26 10:02:00,1
2019-03-26 10:12:00,1
2019-03-26 10:16:00,1
2019-03-26 10:21:00,1
2019-03-26 10:29:00,1
2019-03-26 10:31:00,1
2019-03-26 10:40:00,1
2019-03-26 10:50:00,1
2019-03-26 10:59:00,2
2019-03-26 11:09:00,1
2019-03-26 11:18:00,1
2019-03-26 11:27:00,1
2019-03-26 11:37:00,1
2019-03-26 11:46:00,1
2019-03-26 11:56:00,1
2019-03-26 12:05:00,1
2019-03-26 12:15:00,1
2019-03-26 12:24:00,1
2019-03-26 12:34:00,1
2019-03-26 12:53:00,1
2019-03-26 13:12:00,1
2019-03-26 13:20:00,1
2019-03-26 13:21:00,1
2019-03-26 13:30:00,1
2019-03-26 13:40:00,1
2019-03-26 13:49:00,1
2019-03-26 13:59:00,1
2019-03-26 14:00:00,1
2019-03-26 14:03:00,1
2019-03-26 14:08:00,1
2019-03-26 14:10:00,1
2019-03-26 14:15:00,1
2019-03-26 14:18:00,1
2019-03-26 14:22:00,1
2019-03-26 14:27:00,1
2019-03-26 14:28:00,1
2019-03-26 14:37:00,1
2019-03-26 14:46:00,1
2019-03-26 14:56:00,1
2019-03-26 15:05:00,1
2019-03-26 15:15:00,1
2019-03-26 15:24:00,1
2019-03-26 15:34:00,1
2019-03-26 15:40:00,1
2019-03-26 15:43:00,1
2019-03-26 15:53:00,1
2019-03-26 16:02:00,1
2019-03-26 16:12:00,1
2019-03-26 16:21:00,1
2019-03-26 16:30:00,1
2019-03-26 16:40:00,1
2019-03-26 16:49:00,1
2019-03-26 17:18:00,1
2019-03-26 17:27:00,1
2019-03-26 17:37:00,1
2019-03-26 17:46:00,1
2019-03-26 17:56:00,1
2019-03-26 18:05:00,1
2019-03-26 18:15:00,1
2019-03-26 18:24:00,1
2019-03-26 18:33:00,1
2019-03-26 18:43:00,1
2019-03-26 18:52:00,1
2019-03-26 19:02:00,1
2019-03-26 19:21:00,1
2019-03-26 19:30:00,1
2019-03-26 19:40:00,1
2019-03-26 19:54:00,1
2019-03-26 19:59:00,1
2019-03-26 20:04:00,1
2019-03-26 20:08:00,1
2019-03-26 20:09:00,1
2019-03-26 20:18:00,1
2019-03-26 20:27:00,1
2019-03-26 20:36:00,1
2019-03-26 20:46:00,1
2019-03-26 20:54:00,1
2019-03-26 20:55:00,1
2019-03-26 21:05:00,1
2019-03-26 21:14:00,1
2019-03-26 21:24:00,1
2019-03-26 21:33:00,1
2019-03-26 21:43:00,1
2019-03-26 21:44:00,1
2019-03-26 21:52:00,1
2019-03-26 22:02:00,1
2019-03-26 22:04:00,1
2019-03-26 22:11:00,1
2019-03-26 22:14:00,1
2019-03-26 22:21:00,1
2019-03-26 22:24:00,2
2019-03-26 22:30:00,1
2019-03-26 22:40:00,1
2019-03-26 22:49:00,1
2019-03-26 22:54:00,1
2019-03-26 22:59:00,1
2019-03-26 23:17:00,1
2019-03-26 23:27:00,1
2019-03-26 23:36:00,1
2019-03-26 23:40:00,1
2019-03-26 23:46:00,1
2019-03-26 23:54:00,1
2019-03-26 23:55:00,1
