9,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#E-#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#E-#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-03-26 14:19:00,5
2019-03-26 14:33:00,1
2019-03-26 16:50:00,3
