460,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-26 00:00:00,2
2019-03-26 00:02:00,2
2019-03-26 00:04:00,2
2019-03-26 00:10:00,2
2019-03-26 00:35:00,2
2019-03-26 00:37:00,2
2019-03-26 00:40:00,2
2019-03-26 00:45:00,2
2019-03-26 01:08:00,2
2019-03-26 01:10:00,2
2019-03-26 01:13:00,2
2019-03-26 01:17:00,2
2019-03-26 01:40:00,2
2019-03-26 01:42:00,2
2019-03-26 01:45:00,2
2019-03-26 01:51:00,2
2019-03-26 02:55:00,2
2019-03-26 02:57:00,2
2019-03-26 03:01:00,2
2019-03-26 03:06:00,2
2019-03-26 03:26:00,2
2019-03-26 03:28:00,2
2019-03-26 03:31:00,2
2019-03-26 03:34:00,2
2019-03-26 03:55:00,2
2019-03-26 03:57:00,2
2019-03-26 04:00:00,2
2019-03-26 04:03:00,2
2019-03-26 04:24:00,2
2019-03-26 04:26:00,2
2019-03-26 04:29:00,2
2019-03-26 04:32:00,2
2019-03-26 04:53:00,2
2019-03-26 04:55:00,2
2019-03-26 04:59:00,2
2019-03-26 05:02:00,2
2019-03-26 05:22:00,2
2019-03-26 05:25:00,2
2019-03-26 05:28:00,2
2019-03-26 05:31:00,2
2019-03-26 06:06:00,2
2019-03-26 06:09:00,2
2019-03-26 06:12:00,2
2019-03-26 06:14:00,2
2019-03-26 06:36:00,2
2019-03-26 06:39:00,2
2019-03-26 06:42:00,2
2019-03-26 06:44:00,2
2019-03-26 07:06:00,2
2019-03-26 07:07:00,2
2019-03-26 07:09:00,2
2019-03-26 07:10:00,2
2019-03-26 07:24:00,2
2019-03-26 07:26:00,2
2019-03-26 07:29:00,2
2019-03-26 07:31:00,2
2019-03-26 07:53:00,2
2019-03-26 07:56:00,2
2019-03-26 07:59:00,2
2019-03-26 08:01:00,2
2019-03-26 08:22:00,2
2019-03-26 08:23:00,2
2019-03-26 08:24:00,4
2019-03-26 08:26:00,2
2019-03-26 08:27:00,2
2019-03-26 08:30:00,2
2019-03-26 08:32:00,2
2019-03-26 08:54:00,2
2019-03-26 08:55:00,4
2019-03-26 08:56:00,2
2019-03-26 08:58:00,4
2019-03-26 09:00:00,2
2019-03-26 09:03:00,2
2019-03-26 09:25:00,2
2019-03-26 09:26:00,2
2019-03-26 09:28:00,4
2019-03-26 09:29:00,2
2019-03-26 09:30:00,2
2019-03-26 09:31:00,2
2019-03-26 09:32:00,2
2019-03-26 09:54:00,2
2019-03-26 09:55:00,2
2019-03-26 09:56:00,2
2019-03-26 09:57:00,4
2019-03-26 09:58:00,2
2019-03-26 09:59:00,2
2019-03-26 10:00:00,2
2019-03-26 10:21:00,4
2019-03-26 10:22:00,2
2019-03-26 10:23:00,4
2019-03-26 10:25:00,2
2019-03-26 10:26:00,2
2019-03-26 10:29:00,2
2019-03-26 10:48:00,2
2019-03-26 10:49:00,2
2019-03-26 10:50:00,2
2019-03-26 10:51:00,2
2019-03-26 10:52:00,2
2019-03-26 10:54:00,2
2019-03-26 10:56:00,2
2019-03-26 10:59:00,2
2019-03-26 11:13:00,2
2019-03-26 11:14:00,2
2019-03-26 11:15:00,2
2019-03-26 11:17:00,2
2019-03-26 11:21:00,2
2019-03-26 11:23:00,1
2019-03-26 11:24:00,1
2019-03-26 11:26:00,2
2019-03-26 11:29:00,2
2019-03-26 11:53:00,2
2019-03-26 11:56:00,2
2019-03-26 11:58:00,2
2019-03-26 12:00:00,2
2019-03-26 12:23:00,2
2019-03-26 12:26:00,2
2019-03-26 12:27:00,2
2019-03-26 12:28:00,2
2019-03-26 12:29:00,4
2019-03-26 12:31:00,4
2019-03-26 12:54:00,4
2019-03-26 12:55:00,2
2019-03-26 12:57:00,2
2019-03-26 12:58:00,2
2019-03-26 12:59:00,2
2019-03-26 13:00:00,2
2019-03-26 13:03:00,2
2019-03-26 13:20:00,2
2019-03-26 13:21:00,2
2019-03-26 13:22:00,2
2019-03-26 13:24:00,2
2019-03-26 13:26:00,2
2019-03-26 13:29:00,2
2019-03-26 13:31:00,2
2019-03-26 13:34:00,2
2019-03-26 13:57:00,2
2019-03-26 14:00:00,4
2019-03-26 14:01:00,2
2019-03-26 14:02:00,4
2019-03-26 14:05:00,2
2019-03-26 14:27:00,2
2019-03-26 14:30:00,2
2019-03-26 14:32:00,2
2019-03-26 14:33:00,4
2019-03-26 14:34:00,2
2019-03-26 14:36:00,4
2019-03-26 14:57:00,1
2019-03-26 14:58:00,1
2019-03-26 14:59:00,3
2019-03-26 15:01:00,1
2019-03-26 15:02:00,2
2019-03-26 15:05:00,2
2019-03-26 15:08:00,2
2019-03-26 15:27:00,6
2019-03-26 15:31:00,2
2019-03-26 15:35:00,2
2019-03-26 15:36:00,2
2019-03-26 15:37:00,1
2019-03-26 15:38:00,1
2019-03-26 15:39:00,4
2019-03-26 15:41:00,2
2019-03-26 15:43:00,2
2019-03-26 15:46:00,2
2019-03-26 16:00:00,2
2019-03-26 16:01:00,2
2019-03-26 16:02:00,2
2019-03-26 16:04:00,2
2019-03-26 16:06:00,2
2019-03-26 16:09:00,2
2019-03-26 16:11:00,2
2019-03-26 16:13:00,1
2019-03-26 16:14:00,1
2019-03-26 16:23:00,4
2019-03-26 16:26:00,2
2019-03-26 16:27:00,4
2019-03-26 16:28:00,4
2019-03-26 16:30:00,2
2019-03-26 16:35:00,2
2019-03-26 16:38:00,2
2019-03-26 16:40:00,2
2019-03-26 16:43:00,4
2019-03-26 16:47:00,2
2019-03-26 16:51:00,2
2019-03-26 16:52:00,2
2019-03-26 16:53:00,1
2019-03-26 16:55:00,1
2019-03-26 17:04:00,2
2019-03-26 17:07:00,2
2019-03-26 17:09:00,2
2019-03-26 17:12:00,2
2019-03-26 17:13:00,2
2019-03-26 17:14:00,2
2019-03-26 17:20:00,2
2019-03-26 17:22:00,2
2019-03-26 17:33:00,2
2019-03-26 17:36:00,2
2019-03-26 17:39:00,2
2019-03-26 17:41:00,2
2019-03-26 17:53:00,2
2019-03-26 17:56:00,2
2019-03-26 17:58:00,2
2019-03-26 18:02:00,1
2019-03-26 18:03:00,1
2019-03-26 18:05:00,2
2019-03-26 18:08:00,2
2019-03-26 18:10:00,2
2019-03-26 18:13:00,2
2019-03-26 18:37:00,2
2019-03-26 18:40:00,2
2019-03-26 18:42:00,2
2019-03-26 18:45:00,2
2019-03-26 19:08:00,2
2019-03-26 19:10:00,2
2019-03-26 19:13:00,2
2019-03-26 19:15:00,2
