18,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-03-26 05:05:00,1
2019-03-26 09:26:00,1
2019-03-26 09:43:00,1
2019-03-26 10:10:00,1
2019-03-26 10:13:00,1
2019-03-26 10:16:00,1
2019-03-26 10:21:00,1
2019-03-26 10:30:00,1
2019-03-26 10:31:00,1
2019-03-26 10:48:00,1
2019-03-26 19:54:00,1
2019-03-26 20:28:00,1
2019-03-26 20:56:00,1
2019-03-26 21:07:00,1
2019-03-26 21:22:00,2
2019-03-26 21:24:00,1
2019-03-26 23:46:00,1
