22,"select count(*) FROM SpecObjAll as s, SpecPhotoAll as ph, sppParams as spp where s.SPECOBJID=spp.SPECOBJID   and spp.SPECOBJID= ph.specObjID and  s.class=&&&  and s.subclass like &&& and spp.snr>=# and spp.snr<#"
2019-01-23 09:22:00,1
2019-01-23 09:24:00,5
2019-01-23 09:27:00,3
2019-01-23 09:28:00,5
2019-01-23 09:29:00,6
2019-01-23 09:30:00,1
2019-01-23 11:54:00,1
