3,"SELECT dbo.fcosmoDL(s.z) AS DL, objTypeName, PhotoObj.petroMag_r , PhotoObj.extinction_r , s.z    , PhotoObj.petroMag_r - # * log1# ( dbo.fcosmoDL(s.z) ) - # - PhotoObj.extinction_r AS M  FROM SpecObj s   INNER JOIN PhotoObj ON s.bestobjID=PhotoObj.objID   WHERE s.z># AND s.objTypeName=&&& AND s.z<# AND PhotoObj.petroMag_r > # ) SELECT FLOOR(M*#)/# AS magn, COUNT(*) as counts FROM q GROUP BY FLOOR(M*#) ORDER BY #"
2019-01-23 10:15:00,1
2019-01-23 10:16:00,1
2019-01-23 10:17:00,1
