1347,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-01-23 22:44:00,9
2019-01-23 22:45:00,29
2019-01-23 22:46:00,27
2019-01-23 22:47:00,7
2019-01-23 22:48:00,35
2019-01-23 22:49:00,36
2019-01-23 22:50:00,18
2019-01-23 22:51:00,16
2019-01-23 22:52:00,15
2019-01-23 22:53:00,20
2019-01-23 22:54:00,19
2019-01-23 22:55:00,10
2019-01-23 22:56:00,22
2019-01-23 22:57:00,20
2019-01-23 22:58:00,26
2019-01-23 22:59:00,20
2019-01-23 23:00:00,11
2019-01-23 23:01:00,16
2019-01-23 23:02:00,21
2019-01-23 23:03:00,22
2019-01-23 23:04:00,28
2019-01-23 23:05:00,18
2019-01-23 23:06:00,15
2019-01-23 23:07:00,12
2019-01-23 23:08:00,20
2019-01-23 23:09:00,21
2019-01-23 23:10:00,29
2019-01-23 23:11:00,30
2019-01-23 23:12:00,15
2019-01-23 23:13:00,11
2019-01-23 23:14:00,21
2019-01-23 23:15:00,26
2019-01-23 23:16:00,22
2019-01-23 23:17:00,21
2019-01-23 23:18:00,16
2019-01-23 23:19:00,14
2019-01-23 23:20:00,23
2019-01-23 23:21:00,21
2019-01-23 23:22:00,24
2019-01-23 23:23:00,19
2019-01-23 23:24:00,23
2019-01-23 23:25:00,10
2019-01-23 23:26:00,18
2019-01-23 23:27:00,14
2019-01-23 23:28:00,25
2019-01-23 23:29:00,18
2019-01-23 23:30:00,14
2019-01-23 23:31:00,11
2019-01-23 23:32:00,25
2019-01-23 23:33:00,19
2019-01-23 23:34:00,12
2019-01-23 23:35:00,18
2019-01-23 23:36:00,25
2019-01-23 23:37:00,17
2019-01-23 23:38:00,22
2019-01-23 23:39:00,18
2019-01-23 23:40:00,17
2019-01-23 23:41:00,32
2019-01-23 23:42:00,29
2019-01-23 23:43:00,33
2019-01-23 23:44:00,29
2019-01-23 23:45:00,26
2019-01-23 23:46:00,37
2019-01-23 23:47:00,17
2019-01-23 23:48:00,16
2019-01-23 23:49:00,7
2019-01-23 23:50:00,8
2019-01-23 23:51:00,1
2019-01-23 23:52:00,1
