184,select * from dbo.fDocColumns(&&&)
2019-01-23 00:05:00,1
2019-01-23 00:19:00,1
2019-01-23 00:45:00,2
2019-01-23 01:32:00,2
2019-01-23 01:37:00,1
2019-01-23 01:57:00,1
2019-01-23 02:32:00,2
2019-01-23 02:51:00,1
2019-01-23 03:09:00,1
2019-01-23 03:39:00,1
2019-01-23 04:04:00,2
2019-01-23 04:12:00,2
2019-01-23 04:15:00,1
2019-01-23 04:20:00,1
2019-01-23 04:26:00,1
2019-01-23 04:29:00,1
2019-01-23 05:23:00,1
2019-01-23 05:27:00,1
2019-01-23 05:46:00,1
2019-01-23 05:50:00,1
2019-01-23 05:55:00,1
2019-01-23 06:05:00,2
2019-01-23 06:06:00,1
2019-01-23 06:12:00,1
2019-01-23 06:40:00,2
2019-01-23 06:43:00,2
2019-01-23 06:50:00,1
2019-01-23 07:34:00,2
2019-01-23 07:41:00,1
2019-01-23 07:42:00,2
2019-01-23 07:44:00,2
2019-01-23 07:54:00,2
2019-01-23 07:57:00,2
2019-01-23 09:01:00,2
2019-01-23 09:55:00,2
2019-01-23 10:08:00,1
2019-01-23 10:31:00,1
2019-01-23 10:36:00,2
2019-01-23 10:51:00,2
2019-01-23 11:01:00,2
2019-01-23 11:04:00,1
2019-01-23 11:24:00,1
2019-01-23 11:32:00,2
2019-01-23 11:34:00,1
2019-01-23 11:38:00,1
2019-01-23 11:40:00,2
2019-01-23 11:53:00,1
2019-01-23 12:10:00,2
2019-01-23 12:49:00,1
2019-01-23 12:59:00,1
2019-01-23 13:11:00,1
2019-01-23 13:22:00,1
2019-01-23 13:32:00,1
2019-01-23 13:34:00,1
2019-01-23 13:37:00,1
2019-01-23 13:55:00,1
2019-01-23 14:01:00,2
2019-01-23 14:10:00,2
2019-01-23 14:32:00,1
2019-01-23 14:42:00,1
2019-01-23 14:48:00,1
2019-01-23 14:49:00,2
2019-01-23 14:50:00,1
2019-01-23 14:58:00,1
2019-01-23 15:19:00,2
2019-01-23 15:24:00,2
2019-01-23 15:30:00,2
2019-01-23 15:34:00,1
2019-01-23 15:56:00,2
2019-01-23 16:10:00,1
2019-01-23 16:13:00,1
2019-01-23 16:15:00,1
2019-01-23 16:33:00,1
2019-01-23 16:36:00,1
2019-01-23 16:55:00,1
2019-01-23 17:13:00,2
2019-01-23 17:26:00,1
2019-01-23 17:28:00,1
2019-01-23 17:40:00,3
2019-01-23 17:57:00,4
2019-01-23 17:58:00,1
2019-01-23 18:10:00,1
2019-01-23 18:18:00,1
2019-01-23 18:26:00,1
2019-01-23 18:27:00,1
2019-01-23 18:28:00,6
2019-01-23 18:29:00,2
2019-01-23 18:30:00,1
2019-01-23 18:32:00,2
2019-01-23 18:33:00,3
2019-01-23 18:39:00,1
2019-01-23 18:40:00,1
2019-01-23 18:43:00,1
2019-01-23 18:44:00,1
2019-01-23 18:47:00,1
2019-01-23 18:50:00,1
2019-01-23 19:06:00,1
2019-01-23 19:07:00,2
2019-01-23 19:09:00,1
2019-01-23 19:13:00,2
2019-01-23 19:16:00,1
2019-01-23 19:17:00,2
2019-01-23 19:18:00,2
2019-01-23 19:28:00,2
2019-01-23 19:39:00,2
2019-01-23 19:45:00,1
2019-01-23 20:10:00,2
2019-01-23 20:15:00,2
2019-01-23 20:36:00,1
2019-01-23 20:52:00,1
2019-01-23 21:00:00,1
2019-01-23 21:03:00,2
2019-01-23 21:06:00,2
2019-01-23 21:12:00,1
2019-01-23 21:16:00,1
2019-01-23 21:21:00,1
2019-01-23 21:34:00,2
2019-01-23 21:35:00,1
2019-01-23 21:51:00,1
2019-01-23 22:01:00,1
2019-01-23 22:02:00,1
2019-01-23 22:17:00,1
2019-01-23 23:01:00,1
2019-01-23 23:07:00,2
2019-01-23 23:28:00,1
2019-01-23 23:29:00,1
2019-01-23 23:31:00,1
2019-01-23 23:32:00,2
