2654,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-23 09:04:00,4
2019-01-23 09:05:00,5
2019-01-23 09:06:00,9
2019-01-23 09:07:00,10
2019-01-23 09:08:00,9
2019-01-23 09:09:00,9
2019-01-23 09:10:00,10
2019-01-23 09:11:00,9
2019-01-23 09:12:00,9
2019-01-23 09:13:00,8
2019-01-23 09:14:00,10
2019-01-23 09:15:00,8
2019-01-23 09:16:00,9
2019-01-23 09:17:00,9
2019-01-23 09:18:00,10
2019-01-23 09:19:00,8
2019-01-23 09:20:00,9
2019-01-23 09:21:00,9
2019-01-23 09:22:00,9
2019-01-23 09:23:00,10
2019-01-23 09:24:00,9
2019-01-23 09:25:00,9
2019-01-23 09:26:00,8
2019-01-23 09:27:00,10
2019-01-23 09:28:00,9
2019-01-23 09:29:00,9
2019-01-23 09:30:00,10
2019-01-23 09:31:00,9
2019-01-23 09:32:00,9
2019-01-23 09:33:00,9
2019-01-23 09:34:00,9
2019-01-23 09:35:00,9
2019-01-23 09:36:00,9
2019-01-23 09:37:00,9
2019-01-23 09:38:00,10
2019-01-23 09:39:00,8
2019-01-23 09:40:00,10
2019-01-23 09:41:00,9
2019-01-23 09:42:00,9
2019-01-23 09:43:00,9
2019-01-23 09:44:00,1
2019-01-23 12:09:00,11
2019-01-23 12:10:00,10
2019-01-23 12:11:00,13
2019-01-23 12:12:00,14
2019-01-23 12:13:00,13
2019-01-23 12:14:00,13
2019-01-23 12:15:00,14
2019-01-23 12:16:00,13
2019-01-23 12:17:00,14
2019-01-23 12:18:00,13
2019-01-23 12:19:00,12
2019-01-23 12:20:00,13
2019-01-23 12:21:00,13
2019-01-23 12:22:00,10
2019-01-23 12:23:00,13
2019-01-23 12:24:00,12
2019-01-23 12:25:00,9
2019-01-23 12:26:00,13
2019-01-23 12:27:00,13
2019-01-23 12:28:00,14
2019-01-23 12:29:00,13
2019-01-23 12:30:00,13
2019-01-23 12:31:00,12
2019-01-23 12:32:00,9
2019-01-23 12:33:00,11
2019-01-23 12:34:00,4
2019-01-23 12:35:00,14
2019-01-23 12:36:00,13
2019-01-23 12:37:00,13
2019-01-23 12:38:00,10
2019-01-23 13:09:00,5
2019-01-23 13:10:00,10
2019-01-23 13:11:00,11
2019-01-23 13:12:00,11
2019-01-23 13:13:00,12
2019-01-23 13:14:00,11
2019-01-23 13:15:00,11
2019-01-23 13:16:00,12
2019-01-23 13:17:00,12
2019-01-23 13:18:00,11
2019-01-23 13:19:00,11
2019-01-23 13:20:00,10
2019-01-23 13:21:00,13
2019-01-23 13:22:00,10
2019-01-23 13:23:00,11
2019-01-23 13:24:00,11
2019-01-23 13:25:00,11
2019-01-23 13:26:00,11
2019-01-23 13:27:00,13
2019-01-23 13:28:00,10
2019-01-23 13:29:00,11
2019-01-23 13:30:00,11
2019-01-23 13:31:00,11
2019-01-23 13:32:00,11
2019-01-23 13:33:00,12
2019-01-23 13:34:00,11
2019-01-23 13:35:00,12
2019-01-23 13:36:00,12
2019-01-23 13:37:00,12
2019-01-23 13:38:00,11
2019-01-23 13:39:00,12
2019-01-23 13:40:00,11
2019-01-23 13:41:00,10
2019-01-23 13:42:00,10
2019-01-23 13:43:00,12
2019-01-23 13:44:00,13
2019-01-23 13:45:00,12
2019-01-23 13:46:00,10
2019-01-23 13:47:00,12
2019-01-23 13:48:00,12
2019-01-23 13:49:00,11
2019-01-23 13:50:00,10
2019-01-23 13:51:00,12
2019-01-23 13:52:00,6
2019-01-23 16:48:00,9
2019-01-23 16:49:00,14
2019-01-23 16:50:00,12
2019-01-23 16:51:00,13
2019-01-23 16:52:00,14
2019-01-23 16:53:00,13
2019-01-23 16:54:00,14
2019-01-23 16:55:00,13
2019-01-23 16:56:00,14
2019-01-23 16:57:00,14
2019-01-23 16:58:00,4
2019-01-23 16:59:00,13
2019-01-23 17:00:00,14
2019-01-23 17:01:00,14
2019-01-23 17:02:00,11
2019-01-23 17:03:00,8
2019-01-23 17:04:00,4
2019-01-23 17:05:00,12
2019-01-23 17:06:00,14
2019-01-23 17:07:00,6
2019-01-23 17:08:00,7
2019-01-23 17:09:00,13
2019-01-23 17:10:00,13
2019-01-23 17:11:00,13
2019-01-23 17:12:00,14
2019-01-23 17:13:00,14
2019-01-23 17:14:00,13
2019-01-23 17:15:00,13
2019-01-23 17:16:00,13
2019-01-23 17:17:00,14
2019-01-23 17:18:00,9
2019-01-23 17:19:00,11
2019-01-23 17:20:00,13
2019-01-23 17:21:00,14
2019-01-23 17:22:00,14
2019-01-23 17:23:00,13
2019-01-23 17:24:00,14
2019-01-23 17:25:00,13
2019-01-23 17:26:00,14
2019-01-23 17:27:00,12
2019-01-23 18:25:00,2
2019-01-23 18:26:00,14
2019-01-23 18:27:00,14
2019-01-23 18:28:00,14
2019-01-23 18:29:00,14
2019-01-23 18:30:00,12
