2654,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-23 18:31:00,13
2019-01-23 18:32:00,13
2019-01-23 18:33:00,14
2019-01-23 18:34:00,12
2019-01-23 18:35:00,13
2019-01-23 18:36:00,13
2019-01-23 18:37:00,13
2019-01-23 18:38:00,12
2019-01-23 18:39:00,14
2019-01-23 18:40:00,12
2019-01-23 18:41:00,13
2019-01-23 18:42:00,13
2019-01-23 18:43:00,12
2019-01-23 18:44:00,14
2019-01-23 18:45:00,12
2019-01-23 18:46:00,13
2019-01-23 18:47:00,13
2019-01-23 18:48:00,13
2019-01-23 18:49:00,13
2019-01-23 18:50:00,13
2019-01-23 18:51:00,5
2019-01-23 18:52:00,12
2019-01-23 18:53:00,13
2019-01-23 18:54:00,12
2019-01-23 18:55:00,13
2019-01-23 18:56:00,13
2019-01-23 18:57:00,12
2019-01-23 18:58:00,13
2019-01-23 18:59:00,13
2019-01-23 19:00:00,12
2019-01-23 19:01:00,13
2019-01-23 19:02:00,13
2019-01-23 19:03:00,12
2019-01-23 22:44:00,1
2019-01-23 22:45:00,6
2019-01-23 22:46:00,7
2019-01-23 22:47:00,8
2019-01-23 22:48:00,9
2019-01-23 22:49:00,7
2019-01-23 22:50:00,9
2019-01-23 22:51:00,7
2019-01-23 22:52:00,9
2019-01-23 22:53:00,8
2019-01-23 22:54:00,7
2019-01-23 22:55:00,6
2019-01-23 22:56:00,6
2019-01-23 22:57:00,7
2019-01-23 22:58:00,6
2019-01-23 22:59:00,5
2019-01-23 23:00:00,6
2019-01-23 23:01:00,6
2019-01-23 23:02:00,6
2019-01-23 23:03:00,8
2019-01-23 23:04:00,10
2019-01-23 23:05:00,7
2019-01-23 23:06:00,8
2019-01-23 23:07:00,9
2019-01-23 23:08:00,8
2019-01-23 23:09:00,8
2019-01-23 23:10:00,9
2019-01-23 23:11:00,9
2019-01-23 23:12:00,9
2019-01-23 23:13:00,7
2019-01-23 23:14:00,7
2019-01-23 23:15:00,8
2019-01-23 23:16:00,9
2019-01-23 23:17:00,7
2019-01-23 23:18:00,8
2019-01-23 23:19:00,7
2019-01-23 23:20:00,9
2019-01-23 23:21:00,9
2019-01-23 23:22:00,8
2019-01-23 23:23:00,8
2019-01-23 23:24:00,9
2019-01-23 23:25:00,5
2019-01-23 23:26:00,7
2019-01-23 23:27:00,6
2019-01-23 23:28:00,7
2019-01-23 23:29:00,7
2019-01-23 23:30:00,5
2019-01-23 23:31:00,6
2019-01-23 23:32:00,6
2019-01-23 23:33:00,4
2019-01-23 23:34:00,4
2019-01-23 23:35:00,7
2019-01-23 23:36:00,5
2019-01-23 23:37:00,6
2019-01-23 23:38:00,5
2019-01-23 23:39:00,6
2019-01-23 23:40:00,4
2019-01-23 23:41:00,5
2019-01-23 23:42:00,6
2019-01-23 23:43:00,4
2019-01-23 23:44:00,5
2019-01-23 23:45:00,4
2019-01-23 23:46:00,5
2019-01-23 23:47:00,4
2019-01-23 23:48:00,6
2019-01-23 23:49:00,4
2019-01-23 23:50:00,5
2019-01-23 23:51:00,5
2019-01-23 23:52:00,5
2019-01-23 23:53:00,5
2019-01-23 23:54:00,4
2019-01-23 23:55:00,5
2019-01-23 23:56:00,5
2019-01-23 23:57:00,5
2019-01-23 23:58:00,5
