757,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-01-23 14:07:00,1
2019-01-23 14:09:00,1
2019-01-23 14:10:00,2
2019-01-23 14:11:00,2
2019-01-23 14:12:00,4
2019-01-23 14:13:00,1
2019-01-23 14:14:00,6
2019-01-23 14:15:00,6
2019-01-23 14:16:00,8
2019-01-23 14:17:00,2
2019-01-23 14:18:00,3
2019-01-23 14:19:00,3
2019-01-23 14:20:00,2
2019-01-23 14:21:00,2
2019-01-23 14:22:00,3
2019-01-23 14:23:00,5
2019-01-23 14:24:00,3
2019-01-23 14:25:00,3
2019-01-23 14:26:00,5
2019-01-23 14:27:00,5
2019-01-23 14:28:00,6
2019-01-23 14:29:00,4
2019-01-23 14:30:00,7
2019-01-23 14:31:00,6
2019-01-23 14:32:00,4
2019-01-23 14:33:00,8
2019-01-23 14:34:00,5
2019-01-23 14:35:00,3
2019-01-23 14:36:00,8
2019-01-23 14:37:00,6
2019-01-23 14:38:00,7
2019-01-23 14:39:00,5
2019-01-23 14:40:00,4
2019-01-23 14:41:00,6
2019-01-23 14:42:00,3
2019-01-23 14:43:00,2
2019-01-23 14:44:00,1
2019-01-23 14:45:00,3
2019-01-23 14:46:00,3
2019-01-23 14:47:00,2
2019-01-23 15:03:00,5
2019-01-23 15:04:00,5
2019-01-23 15:05:00,5
2019-01-23 15:06:00,6
2019-01-23 15:07:00,8
2019-01-23 15:08:00,5
2019-01-23 15:09:00,5
2019-01-23 15:10:00,8
2019-01-23 15:11:00,6
2019-01-23 15:12:00,7
2019-01-23 15:13:00,7
2019-01-23 15:14:00,7
2019-01-23 15:15:00,4
2019-01-23 15:16:00,5
2019-01-23 15:17:00,4
2019-01-23 15:18:00,7
2019-01-23 15:19:00,11
2019-01-23 15:20:00,9
2019-01-23 15:21:00,8
2019-01-23 15:22:00,8
2019-01-23 15:23:00,5
2019-01-23 15:24:00,4
2019-01-23 15:25:00,1
2019-01-23 15:26:00,4
2019-01-23 15:27:00,4
2019-01-23 15:28:00,6
2019-01-23 15:29:00,5
2019-01-23 15:30:00,8
2019-01-23 15:31:00,5
2019-01-23 15:32:00,7
2019-01-23 15:33:00,6
2019-01-23 15:34:00,8
2019-01-23 15:35:00,8
2019-01-23 15:36:00,2
2019-01-23 15:37:00,4
2019-01-23 15:38:00,6
2019-01-23 15:39:00,6
2019-01-23 15:40:00,4
2019-01-23 15:41:00,5
2019-01-23 15:42:00,6
2019-01-23 15:43:00,7
2019-01-23 15:44:00,6
2019-01-23 15:45:00,5
2019-01-23 15:46:00,6
2019-01-23 15:47:00,8
2019-01-23 15:48:00,6
2019-01-23 15:49:00,4
2019-01-23 15:50:00,5
2019-01-23 15:51:00,6
2019-01-23 15:52:00,6
2019-01-23 15:53:00,6
2019-01-23 15:54:00,6
2019-01-23 15:55:00,6
2019-01-23 15:56:00,6
2019-01-23 15:57:00,1
2019-01-23 15:58:00,2
2019-01-23 15:59:00,3
2019-01-23 16:00:00,4
2019-01-23 16:01:00,6
2019-01-23 16:02:00,2
2019-01-23 16:03:00,7
2019-01-23 16:04:00,4
2019-01-23 16:05:00,6
2019-01-23 16:06:00,4
2019-01-23 16:07:00,3
2019-01-23 16:08:00,7
2019-01-23 16:09:00,7
2019-01-23 16:10:00,6
2019-01-23 16:11:00,6
2019-01-23 16:12:00,8
2019-01-23 16:13:00,7
2019-01-23 16:14:00,3
2019-01-23 16:15:00,6
2019-01-23 16:16:00,1
2019-01-23 16:33:00,1
2019-01-23 16:40:00,1
2019-01-23 16:41:00,1
2019-01-23 16:43:00,1
2019-01-23 16:53:00,1
2019-01-23 16:54:00,1
2019-01-23 16:57:00,1
2019-01-23 16:59:00,1
2019-01-23 17:01:00,1
2019-01-23 17:02:00,1
2019-01-23 17:10:00,1
2019-01-23 17:14:00,1
2019-01-23 17:18:00,1
2019-01-23 17:19:00,1
2019-01-23 17:22:00,1
2019-01-23 17:24:00,1
2019-01-23 17:35:00,4
2019-01-23 17:36:00,6
2019-01-23 17:37:00,6
2019-01-23 17:38:00,2
2019-01-23 17:39:00,2
2019-01-23 17:40:00,8
2019-01-23 17:41:00,7
2019-01-23 17:42:00,5
2019-01-23 17:43:00,8
2019-01-23 17:44:00,5
2019-01-23 17:45:00,9
2019-01-23 17:46:00,8
2019-01-23 17:47:00,8
2019-01-23 17:48:00,7
2019-01-23 17:49:00,6
2019-01-23 17:50:00,3
2019-01-23 17:51:00,3
2019-01-23 17:52:00,7
2019-01-23 17:53:00,7
2019-01-23 17:54:00,8
2019-01-23 17:55:00,9
2019-01-23 17:56:00,8
2019-01-23 17:57:00,9
2019-01-23 17:58:00,4
2019-01-23 17:59:00,6
2019-01-23 18:00:00,5
2019-01-23 18:01:00,5
2019-01-23 18:02:00,6
