3966,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-01-23 00:00:00,18
2019-01-23 00:01:00,18
2019-01-23 00:02:00,19
2019-01-23 00:03:00,18
2019-01-23 00:04:00,18
2019-01-23 00:05:00,18
2019-01-23 00:06:00,17
2019-01-23 00:07:00,17
2019-01-23 00:08:00,18
2019-01-23 00:09:00,13
2019-01-23 00:12:00,30
2019-01-23 00:13:00,44
2019-01-23 00:14:00,46
2019-01-23 18:47:00,37
2019-01-23 18:48:00,51
2019-01-23 18:49:00,49
2019-01-23 18:50:00,45
2019-01-23 18:51:00,43
2019-01-23 18:52:00,42
2019-01-23 18:53:00,39
2019-01-23 18:54:00,39
2019-01-23 18:55:00,36
2019-01-23 18:56:00,34
2019-01-23 18:57:00,32
2019-01-23 18:58:00,34
2019-01-23 18:59:00,29
2019-01-23 19:00:00,30
2019-01-23 19:01:00,30
2019-01-23 19:02:00,30
2019-01-23 19:03:00,29
2019-01-23 19:04:00,30
2019-01-23 19:05:00,29
2019-01-23 19:06:00,27
2019-01-23 19:07:00,26
2019-01-23 19:08:00,26
2019-01-23 19:09:00,26
2019-01-23 19:10:00,27
2019-01-23 19:11:00,25
2019-01-23 19:12:00,25
2019-01-23 19:13:00,24
2019-01-23 19:14:00,24
2019-01-23 19:15:00,23
2019-01-23 19:16:00,24
2019-01-23 19:17:00,23
2019-01-23 19:18:00,23
2019-01-23 19:19:00,22
2019-01-23 19:20:00,23
2019-01-23 19:21:00,21
2019-01-23 19:22:00,22
2019-01-23 19:23:00,20
2019-01-23 19:24:00,21
2019-01-23 19:25:00,21
2019-01-23 19:26:00,21
2019-01-23 19:27:00,20
2019-01-23 19:28:00,19
2019-01-23 19:29:00,19
2019-01-23 19:30:00,18
2019-01-23 19:31:00,18
2019-01-23 19:32:00,18
2019-01-23 19:33:00,18
2019-01-23 19:34:00,20
2019-01-23 19:35:00,18
2019-01-23 19:36:00,18
2019-01-23 19:37:00,16
2019-01-23 19:38:00,18
2019-01-23 19:39:00,18
2019-01-23 19:40:00,17
2019-01-23 19:41:00,17
2019-01-23 19:42:00,17
2019-01-23 19:43:00,17
2019-01-23 19:44:00,16
2019-01-23 19:45:00,17
2019-01-23 19:46:00,15
2019-01-23 19:47:00,16
2019-01-23 19:48:00,16
2019-01-23 19:49:00,15
2019-01-23 19:50:00,15
2019-01-23 19:51:00,17
2019-01-23 19:52:00,15
2019-01-23 19:53:00,16
2019-01-23 19:54:00,17
2019-01-23 19:55:00,16
2019-01-23 19:56:00,17
2019-01-23 19:57:00,11
2019-01-23 20:12:00,13
2019-01-23 20:13:00,17
2019-01-23 20:14:00,17
2019-01-23 20:15:00,16
2019-01-23 20:16:00,17
2019-01-23 20:17:00,17
2019-01-23 20:18:00,16
2019-01-23 20:19:00,16
2019-01-23 20:20:00,15
2019-01-23 20:21:00,16
2019-01-23 20:22:00,14
2019-01-23 20:23:00,15
2019-01-23 20:24:00,14
2019-01-23 20:25:00,14
2019-01-23 20:26:00,15
2019-01-23 20:27:00,15
2019-01-23 20:28:00,15
2019-01-23 20:29:00,14
2019-01-23 20:30:00,14
2019-01-23 20:31:00,14
2019-01-23 20:32:00,14
2019-01-23 20:33:00,14
2019-01-23 20:34:00,14
2019-01-23 20:35:00,14
2019-01-23 20:36:00,14
2019-01-23 20:37:00,14
2019-01-23 20:38:00,15
2019-01-23 20:39:00,14
2019-01-23 20:40:00,14
2019-01-23 20:41:00,14
2019-01-23 20:42:00,15
2019-01-23 20:43:00,14
