100,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-01-23 00:30:00,1
2019-01-23 01:24:00,1
2019-01-23 02:59:00,1
2019-01-23 03:58:00,1
2019-01-23 04:07:00,1
2019-01-23 04:11:00,1
2019-01-23 04:13:00,1
2019-01-23 04:53:00,1
2019-01-23 06:34:00,3
2019-01-23 07:09:00,1
2019-01-23 07:11:00,1
2019-01-23 10:22:00,1
2019-01-23 11:15:00,1
2019-01-23 11:16:00,1
2019-01-23 11:19:00,1
2019-01-23 11:27:00,1
2019-01-23 11:39:00,1
2019-01-23 11:43:00,2
2019-01-23 11:48:00,1
2019-01-23 12:07:00,1
2019-01-23 12:11:00,1
2019-01-23 12:26:00,1
2019-01-23 12:31:00,1
2019-01-23 12:38:00,1
2019-01-23 12:39:00,1
2019-01-23 13:25:00,1
2019-01-23 13:41:00,2
2019-01-23 14:12:00,1
2019-01-23 14:21:00,1
2019-01-23 14:31:00,1
2019-01-23 14:41:00,1
2019-01-23 14:46:00,1
2019-01-23 14:52:00,1
2019-01-23 14:53:00,2
2019-01-23 15:12:00,1
2019-01-23 15:31:00,1
2019-01-23 16:08:00,1
2019-01-23 16:34:00,2
2019-01-23 16:36:00,2
2019-01-23 16:37:00,1
2019-01-23 16:38:00,3
2019-01-23 16:39:00,2
2019-01-23 16:48:00,3
2019-01-23 16:58:00,1
2019-01-23 17:14:00,1
2019-01-23 17:18:00,1
2019-01-23 17:25:00,1
2019-01-23 17:42:00,1
2019-01-23 17:47:00,1
2019-01-23 17:54:00,2
2019-01-23 18:01:00,1
2019-01-23 18:02:00,1
2019-01-23 18:06:00,1
2019-01-23 18:07:00,1
2019-01-23 18:08:00,1
2019-01-23 18:11:00,1
2019-01-23 18:14:00,3
2019-01-23 18:20:00,1
2019-01-23 18:28:00,1
2019-01-23 18:30:00,1
2019-01-23 18:34:00,2
2019-01-23 18:41:00,1
2019-01-23 18:47:00,1
2019-01-23 18:55:00,1
2019-01-23 19:02:00,1
2019-01-23 19:08:00,1
2019-01-23 19:11:00,1
2019-01-23 19:13:00,2
2019-01-23 19:15:00,1
2019-01-23 20:06:00,1
2019-01-23 20:22:00,1
2019-01-23 20:52:00,1
2019-01-23 22:08:00,1
2019-01-23 22:17:00,1
2019-01-23 23:05:00,1
2019-01-23 23:14:00,1
2019-01-23 23:18:00,2
2019-01-23 23:21:00,1
2019-01-23 23:22:00,2
2019-01-23 23:38:00,1
2019-01-23 23:41:00,1
