9,"select p.specobjID, p.z from dbo.fGetNearbySpecObjEq(#, #, #) As p where p.z># and p.z<#"
2019-11-05 08:01:00,1
2019-11-05 08:02:00,2
2019-11-05 08:03:00,1
2019-11-05 08:25:00,2
2019-11-05 08:26:00,3
