76,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-11-05 10:34:00,2
2019-11-05 10:35:00,1
2019-11-05 10:38:00,1
2019-11-05 10:41:00,1
2019-11-05 10:43:00,1
2019-11-05 10:47:00,1
2019-11-05 10:52:00,1
2019-11-05 10:54:00,1
2019-11-05 10:57:00,1
2019-11-05 11:01:00,1
2019-11-05 11:05:00,1
2019-11-05 11:08:00,1
2019-11-05 11:11:00,1
2019-11-05 11:13:00,1
2019-11-05 11:16:00,1
2019-11-05 11:19:00,1
2019-11-05 11:21:00,1
2019-11-05 11:23:00,1
2019-11-05 11:24:00,1
2019-11-05 11:28:00,1
2019-11-05 11:32:00,1
2019-11-05 11:35:00,1
2019-11-05 11:38:00,1
2019-11-05 11:42:00,1
2019-11-05 11:45:00,1
2019-11-05 11:47:00,1
2019-11-05 11:50:00,1
2019-11-05 11:53:00,1
2019-11-05 11:56:00,1
2019-11-05 12:00:00,1
2019-11-05 12:03:00,1
2019-11-05 12:07:00,1
2019-11-05 12:10:00,1
2019-11-05 12:12:00,1
2019-11-05 12:13:00,1
2019-11-05 12:14:00,1
2019-11-05 12:18:00,1
2019-11-05 12:21:00,1
2019-11-05 12:24:00,1
2019-11-05 12:27:00,1
2019-11-05 12:30:00,1
2019-11-05 12:32:00,1
2019-11-05 12:33:00,1
2019-11-05 12:34:00,1
2019-11-05 12:36:00,1
2019-11-05 12:38:00,1
2019-11-05 12:41:00,1
2019-11-05 12:44:00,1
2019-11-05 12:47:00,1
2019-11-05 12:49:00,1
2019-11-05 12:50:00,1
2019-11-05 12:51:00,1
2019-11-05 12:53:00,1
2019-11-05 12:56:00,1
2019-11-05 12:58:00,1
2019-11-05 13:02:00,1
2019-11-05 13:06:00,1
2019-11-05 13:07:00,1
2019-11-05 13:12:00,2
2019-11-05 13:15:00,1
2019-11-05 13:18:00,1
2019-11-05 13:20:00,1
2019-11-05 13:24:00,1
2019-11-05 13:27:00,1
2019-11-05 13:30:00,2
2019-11-05 13:35:00,1
2019-11-05 13:36:00,1
2019-11-05 13:37:00,2
2019-11-05 13:40:00,1
2019-11-05 13:42:00,3
