50,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-11-05 12:11:00,1
2019-11-05 13:31:00,1
2019-11-05 14:14:00,1
2019-11-05 14:21:00,1
2019-11-05 14:22:00,1
2019-11-05 14:52:00,1
2019-11-05 16:32:00,1
2019-11-05 16:56:00,1
2019-11-05 16:57:00,1
2019-11-05 16:59:00,1
2019-11-05 17:01:00,1
2019-11-05 17:02:00,1
2019-11-05 17:05:00,1
2019-11-05 17:44:00,1
2019-11-05 17:45:00,1
2019-11-05 17:46:00,1
2019-11-05 17:49:00,1
2019-11-05 17:59:00,1
2019-11-05 18:05:00,1
2019-11-05 18:07:00,1
2019-11-05 18:10:00,1
2019-11-05 18:18:00,1
2019-11-05 18:19:00,1
2019-11-05 18:21:00,1
2019-11-05 18:23:00,1
2019-11-05 18:24:00,1
2019-11-05 18:29:00,1
2019-11-05 18:36:00,1
2019-11-05 18:37:00,2
2019-11-05 18:40:00,1
2019-11-05 18:41:00,2
2019-11-05 18:47:00,2
2019-11-05 18:48:00,1
2019-11-05 18:54:00,1
2019-11-05 19:04:00,1
2019-11-05 19:08:00,1
2019-11-05 19:56:00,1
2019-11-05 20:06:00,1
2019-11-05 20:17:00,1
2019-11-05 20:32:00,1
2019-11-05 20:37:00,2
2019-11-05 20:38:00,1
2019-11-05 21:01:00,3
2019-11-05 22:49:00,1
