77,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-11-05 14:51:00,10
2019-11-05 14:53:00,10
2019-11-05 14:55:00,6
2019-11-05 14:59:00,3
2019-11-05 15:00:00,5
2019-11-05 15:03:00,5
2019-11-05 15:04:00,5
2019-11-05 15:07:00,10
2019-11-05 15:10:00,3
2019-11-05 15:11:00,9
2019-11-05 15:12:00,1
2019-11-05 15:14:00,5
2019-11-05 15:15:00,5
