57,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-11-05 00:03:00,1
2019-11-05 00:38:00,1
2019-11-05 01:45:00,1
2019-11-05 01:57:00,1
2019-11-05 03:02:00,1
2019-11-05 03:08:00,1
2019-11-05 03:33:00,1
2019-11-05 04:29:00,1
2019-11-05 08:10:00,1
2019-11-05 12:21:00,1
2019-11-05 12:54:00,1
2019-11-05 14:04:00,1
2019-11-05 14:30:00,1
2019-11-05 14:46:00,1
2019-11-05 17:03:00,1
2019-11-05 18:19:00,1
2019-11-05 19:02:00,1
2019-11-05 19:13:00,1
2019-11-05 19:18:00,1
2019-11-05 19:24:00,1
2019-11-05 19:34:00,1
2019-11-05 19:35:00,2
2019-11-05 19:38:00,1
2019-11-05 19:42:00,1
2019-11-05 19:44:00,1
2019-11-05 19:48:00,1
2019-11-05 19:56:00,1
2019-11-05 20:12:00,1
2019-11-05 20:21:00,1
2019-11-05 20:22:00,1
2019-11-05 20:27:00,1
2019-11-05 20:37:00,1
2019-11-05 20:45:00,1
2019-11-05 20:52:00,1
2019-11-05 21:02:00,1
2019-11-05 21:19:00,1
2019-11-05 21:23:00,1
2019-11-05 21:29:00,1
2019-11-05 21:34:00,1
2019-11-05 21:36:00,1
2019-11-05 21:45:00,1
2019-11-05 21:52:00,1
2019-11-05 21:59:00,1
2019-11-05 22:00:00,1
2019-11-05 22:09:00,1
2019-11-05 22:18:00,1
2019-11-05 22:26:00,1
2019-11-05 22:47:00,1
2019-11-05 22:50:00,1
2019-11-05 22:52:00,1
2019-11-05 22:53:00,1
2019-11-05 22:54:00,1
2019-11-05 23:01:00,1
2019-11-05 23:08:00,1
2019-11-05 23:17:00,1
2019-11-05 23:55:00,1
